CODE,Site,Zone,Tree,Aspect,Height,2013.water,2014.water,2015.water,2016.water,2017.water,2018.water,2013.sa,2014.sa,2015.sa,2016.sa,2017.sa,2018.sa,2013.gmin,2014.gmin,2015.gmin,2016.gmin,2017.gmin,2018.gmin
BSF.F1.LA,BSF,F,1,L,A,NA,NA,114.0009492,143.7171245,133.5481792,128.0725936,NA,NA,3.17339,4.4184789,4.4184789,0.33936606,NA,NA,2.48388E-06,2.30135E-06,1.67177E-06,1.76467E-05
BSF.F1.LC,BSF,F,1,L,C,NA,NA,106.8802521,129.5364714,129.0626279,128.9620883,NA,NA,2.016036,3.4776621,4.32439722,0.336006,NA,NA,8.4444E-06,1.51765E-06,2.48837E-06,1.91664E-05
BSF.F1.LS,BSF,F,1,L,S,NA,NA,107.5555556,NA,117.3465006,169.8072805,NA,NA,2.2512402,NA,3.79350774,0.27216486,NA,NA,1.46018E-06,NA,1.00729E-06,1.23621E-05
BSF.F1.WA,BSF,F,1,W,A,NA,NA,109.6219931,128.8785047,127.4906015,138.3131449,NA,NA,3.3768603,3.7128663,4.6704834,0.32928588,NA,NA,1.62652E-06,2.18196E-06,7.8931E-07,9.92815E-06
BSF.F1.WC,BSF,F,1,W,C,NA,NA,98.51485149,130.7668329,133.1794657,125.1569038,NA,NA,3.0408543,4.2336756,4.05223236,0.34272612,NA,NA,1.75605E-06,2.10297E-06,8.40945E-07,4.79754E-06
BSF.F1.WS,BSF,F,1,W,S,NA,NA,NA,NA,125.7928712,120.7366985,NA,NA,NA,NA,4.15303416,0.336006,NA,NA,NA,NA,4.35177E-08,3.0357E-05
BSF.F2.LA,BSF,F,2,L,A,NA,NA,133.850365,149.7536946,118.8223938,124.4295302,NA,NA,3.1416561,4.0152717,3.63222486,0.2856051,NA,NA,1.50745E-06,3.28793E-06,8.07812E-07,1.67735E-05
BSF.F2.LC,BSF,F,2,L,C,NA,NA,101.1121409,111.3076437,125.7169723,122.8884826,NA,NA,3.101593846,3.6456651,4.4352792,0.26544474,NA,NA,7.94282E-07,6.6055E-07,9.21052E-07,7.41655E-06
BSF.F2.LS,BSF,F,2,L,S,NA,NA,NA,NA,122.4047306,121.6617211,NA,NA,NA,NA,4.31431704,0.3024054,NA,NA,NA,NA,5.13305E-07,1.00148E-05
BSF.F2.WA,BSF,F,2,W,A,NA,NA,103.785489,236.1477573,127.2257011,112.3224728,NA,NA,3.340294941,3.8136681,3.9816711,0.34272612,NA,NA,8.62805E-07,1.84427E-06,7.53056E-07,1.71144E-05
BSF.F2.WC,BSF,F,2,W,C,NA,NA,90.61158798,135.9280139,115.2867452,120.7104154,NA,NA,3.0912552,4.1328738,3.98839122,0.29904534,NA,NA,5.02997E-07,1.66448E-06,1.00254E-06,2.69756E-06
BSF.F2.WS,BSF,F,2,W,S,NA,NA,117.1096346,NA,133.5902376,99.48006932,NA,NA,2.352042,NA,3.5448633,0.31248558,NA,NA,1.84629E-06,NA,1.01259E-06,5.08225E-06
BSF.F3.LA,BSF,F,3,L,A,NA,NA,98.36065574,131.6770186,151.6676774,133.5526316,NA,NA,3.2088573,3.8976696,2.98037322,0.44688798,NA,NA,1.60516E-06,1.51579E-06,1.1607E-06,3.65056E-06
BSF.F3.LC,BSF,F,3,L,C,NA,NA,113.0120482,117.3649059,153.1953743,162.2370266,NA,NA,3.2088573,3.2592582,3.024054,0.38976696,NA,NA,9.65912E-07,2.06291E-06,1.45396E-06,2.35003E-06
BSF.F3.LS,BSF,F,3,L,S,NA,NA,123.4517766,NA,NA,135.706278,NA,NA,2.5032447,NA,NA,0.4536081,NA,NA,1.22422E-06,NA,NA,1.41302E-06
BSF.F3.WA,BSF,F,3,W,A,NA,NA,118.2539683,83.0026455,140.3488028,122.8798587,NA,NA,4.8888873,3.7128663,3.23573778,0.37968678,NA,NA,6.97093E-07,7.41654E-06,1.22152E-06,5.0287E-06
BSF.F3.WC,BSF,F,3,W,C,NA,NA,101.6949153,122.6478873,131.7081726,129.3131422,NA,NA,3.142644353,3.5784639,2.7552492,0.37968678,NA,NA,1.02483E-06,2.13057E-06,1.7497E-06,4.53553E-06
BSF.F3.WS,BSF,F,3,W,S,NA,NA,122.8900782,NA,NA,129.1377197,NA,NA,4.4184789,NA,NA,0.3696066,NA,NA,1.18897E-06,NA,NA,1.34772E-05
BSF.F4.LA,BSF,F,4,L,A,NA,NA,114.2194745,117.1667182,126.7406507,123.118932,NA,NA,4.3344774,3.2424579,4.13959392,0.23856426,NA,NA,4.78133E-07,1.20641E-06,6.01231E-07,1.45625E-05
BSF.F4.LC,BSF,F,4,L,C,NA,NA,152.1505376,133.8643791,120.1734788,118.8588999,NA,NA,3.789401,3.2424579,3.8472687,0.37296666,NA,NA,6.70853E-07,1.86976E-06,8.8203E-07,1.02374E-05
BSF.F4.LS,BSF,F,4,L,S,NA,NA,117.2237697,NA,208.6221837,121.6040797,NA,NA,3.36006,NA,4.34791764,0.4368078,NA,NA,2.02338E-06,NA,5.63273E-07,5.34575E-06
BSF.F4.WA,BSF,F,4,W,A,NA,NA,107.1790152,124.970964,141.8181818,118.5637343,NA,NA,3.8136681,3.024054,4.32439722,0.37296666,NA,NA,5.41767E-07,1.51671E-06,4.721E-07,1.89769E-05
BSF.F4.WC,BSF,F,4,W,C,NA,NA,112.1725324,112.3774283,124.6945899,124.0680713,NA,NA,3.6624654,2.9736531,4.54616118,0.45024804,NA,NA,5.64187E-07,1.79207E-06,7.199E-07,1.13559E-05
BSF.F4.WS,BSF,F,4,W,S,NA,NA,107.0450098,NA,119.4732642,116.2288931,NA,NA,3.4104609,NA,3.71958642,0.38976696,NA,NA,3.43742E-07,NA,1.07372E-06,1.48867E-05
BSF.F5.LA,BSF,F,5,L,A,NA,NA,118.4942717,138.861614,127.6429453,123.1289516,NA,NA,4.0152717,4.704084,4.47223986,0.42336756,NA,NA,7.69189E-07,3.07781E-06,2.78386E-07,8.94554E-06
BSF.F5.LC,BSF,F,5,L,C,NA,NA,110.0043592,152.4899474,126.2402089,111.0651499,NA,NA,4.3512777,3.7296666,4.15975428,0.4200075,NA,NA,8.69134E-07,3.832E-06,6.21848E-07,5.18576E-06
BSF.F5.LS,BSF,F,5,L,S,NA,NA,124.3076923,NA,106.5306122,125.9725824,NA,NA,3.8304684,NA,3.1752567,0.4032072,NA,NA,7.50442E-07,NA,1.6883E-06,3.38535E-06
BSF.F5.WA,BSF,F,5,W,A,NA,NA,100.136612,137.8,127.1929825,115.960452,NA,NA,2.856051,3.36006,4.39495848,0.31584564,NA,NA,1.86833E-06,3.36355E-06,4.31031E-07,5.69155E-06
BSF.F5.WC,BSF,F,5,W,C,NA,NA,121.5155616,127.0718232,124.6428571,134.5323741,NA,NA,3.6456651,3.4776621,4.0488723,0.41328738,NA,NA,2.74434E-07,4.66696E-06,5.1435E-07,2.80502E-06
BSF.F5.WS,BSF,F,5,W,S,NA,NA,136.4493323,NA,120.0718016,118.0351906,NA,NA,3.3432597,NA,3.96151074,0.3192057,NA,NA,3.41518E-06,NA,6.45765E-07,1.54696E-05
BSW.F1.LA,BSW,F,1,L,A,NA,103.8596491,NA,NA,171.1325967,122.1750212,NA,1.8144324,NA,NA,2.7048483,2.1168378,NA,5.86666E-07,NA,NA,5.7877E-07,6.43477E-07
BSW.F1.LC,BSW,F,1,L,C,109.0467517,110.3616813,116.0204082,120.2693125,137.7884615,171.9026549,3.2424579,1.9992357,3.1416561,2.9064519,2.9064519,2.184039,4.10915E-07,5.45685E-07,4.5752E-07,1.23839E-06,1.6557E-06,4.40061E-07
BSW.F1.LS,BSW,F,1,L,S,NA,110.66957,NA,NA,121.1461318,NA,NA,2.5536456,NA,NA,2.81237022,NA,NA,3.09816E-07,NA,NA,9.4684E-07,NA
BSW.F1.WA,BSW,F,1,W,A,98.74651811,102.2380468,NA,106.4876957,82.20973783,101.9586507,3.1416561,2.4024429,NA,3.0016536,2.75188914,2.5872462,6.1952E-07,4.49204E-07,NA,1.62131E-06,3.58092E-06,5.62204E-07
BSW.F1.WC,BSW,F,1,W,C,102.6392962,82.61603376,115.5459147,136.0286592,135.0346878,151.7845118,2.8392507,2.3688423,3.192057,2.8392507,3.0072537,2.4192432,4.10077E-07,7.83583E-07,6.15413E-07,1.38209E-06,7.51058E-07,4.66654E-07
BSW.F1.WS,BSW,F,1,W,S,86.83498647,122.1681723,NA,NA,NA,NA,2.8392507,2.5368453,NA,NA,NA,NA,1.22461E-06,5.76483E-07,NA,NA,NA,NA
BSW.F2.LA,BSW,F,2,L,A,NA,451.7839923,114.0607424,127.444795,NA,133.9355852,NA,2.4360435,2.6544474,3.2424579,NA,3.1248558,NA,1.08464E-06,5.12679E-07,2.11505E-06,NA,7.18179E-07
BSW.F2.LC,BSW,F,2,L,C,87.28981207,114.6341463,106.9468268,168.212824,131.705151,117.8638351,2.520045,2.1336381,2.3184414,2.9064519,2.9400525,2.184039,4.12299E-07,8.14106E-08,5.30578E-07,2.49228E-06,4.63156E-07,6.36E-07
BSW.F2.LS,BSW,F,2,L,S,NA,128.8888889,NA,NA,NA,NA,NA,3.0744549,NA,NA,NA,NA,NA,2.88687E-07,NA,NA,NA,NA
BSW.F2.WA,BSW,F,2,W,A,NA,118.2803468,106.6691096,113.0625,NA,72.18683652,NA,2.5536456,2.5872462,3.2592582,NA,2.6544474,NA,1.8014E-07,3.93239E-07,1.52461E-06,NA,1.02885E-06
BSW.F2.WC,BSW,F,2,W,C,110.6694561,0.936680405,115.1676829,155.8694288,117.4154187,132.8915071,1.7808318,2.5536456,2.4528438,3.0576546,2.69476812,3.2928588,1.40071E-06,3.09384E-07,3.97147E-07,2.54681E-06,5.86261E-07,4.78678E-07
BSW.F2.WS,BSW,F,2,W,S,NA,114.0939597,NA,NA,NA,NA,NA,2.520045,NA,NA,NA,NA,NA,7.2916E-07,NA,NA,NA,NA
BSW.F3.LA,BSW,F,3,L,A,41.1380597,231.1212815,98.03571429,177.8017241,NA,112.3106061,2.1000375,2.31004125,3.297058875,2.3352417,NA,2.2512402,2.55626E-08,3.44345E-07,1.74155E-06,7.19155E-07,NA,3.1631E-07
BSW.F3.LC,BSW,F,3,L,C,109.2687951,109,87.13080169,129.6162201,151.078516,102.4928092,2.4528438,2.6376471,2.448043714,2.4024429,2.7552492,2.688048,3.38464E-07,2.71065E-07,2.67715E-06,7.02835E-06,4.88178E-08,2.3956E-07
BSW.F3.LS,BSW,F,3,L,S,112.7492877,NA,NA,NA,NA,NA,2.9904534,NA,NA,NA,NA,NA,4.24886E-07,NA,NA,NA,NA,NA
BSW.F3.WA,BSW,F,3,W,A,278.5087719,72.82768778,98.4057971,130.657748,176.9230769,142.7518428,2.5536456,2.5368453,2.8896516,2.4696441,2.5536456,2.4528438,4.07656E-07,3.45633E-07,8.55311E-07,6.42039E-06,4.9276E-07,4.29096E-07
BSW.F3.WC,BSW,F,3,W,C,131.7173995,118.5660377,81.83819483,99.79079498,131.9667261,117.8,3.3096591,2.3856426,2.9400525,2.352042,2.4528438,2.8896516,6.83243E-07,3.00454E-07,1.7354E-06,2.49524E-06,8.00344E-07,4.78483E-07
BSW.F3.WS,BSW,F,3,W,S,84.21750663,132.4369748,NA,NA,NA,NA,2.5368453,2.34364185,NA,NA,NA,NA,8.25904E-07,3.55038E-07,NA,NA,NA,NA
BSW.F4.LA,BSW,F,4,L,A,124.2376857,107.9242033,106.4323607,121.6,128.0748663,130.4828974,3.0744549,2.184039,3.0576546,3.1080555,2.38900266,3.8304684,4.31964E-07,2.67014E-07,7.00855E-06,1.60645E-06,6.0267E-07,5.18544E-07
BSW.F4.LC,BSW,F,4,L,C,106.4372919,108.8616715,104.5531915,121.0755024,134.3691734,141.5073116,2.7384489,2.10843765,3.1416561,3.4608618,3.4776621,3.1584564,6.88852E-07,2.79204E-07,1.17727E-06,1.59558E-06,7.34207E-07,3.02256E-07
BSW.F4.LS,BSW,F,4,L,S,97.59358289,132.4894515,110.4042806,175.5192878,NA,NA,2.413134,1.7640315,4.0992732,2.856051,NA,NA,1.85727E-06,4.61867E-07,1.79932E-06,5.72547E-06,NA,NA
BSW.F4.WA,BSW,F,4,W,A,170.3003337,98.27586207,106.1200924,115.979815,144.7619048,114.1891892,2.5704459,2.371807059,3.0912552,2.7216486,3.3768603,2.9232522,9.75027E-07,7.70433E-07,2.6969E-06,3.14887E-06,7.88423E-07,3.31178E-07
BSW.F4.WC,BSW,F,4,W,C,92.10174029,108.1854043,188.9847924,125.7939914,159.3234323,122.0750552,2.3016411,1.8984339,3.4608618,3.1584564,3.70614618,3.4944624,2.33411E-07,6.34491E-07,1.30617E-06,2.94855E-06,5.93573E-07,6.65177E-07
BSW.F4.WS,BSW,F,4,W,S,NA,106.3079777,150.3021148,NA,NA,NA,NA,1.9992357,3.1584564,NA,NA,NA,NA,3.39126E-07,1.06168E-06,NA,NA,NA
BSW.F5.LA,BSW,F,5,L,A,114.4906743,122.2583266,104.5454545,NA,103.2661949,121.038961,2.7384489,2.7552492,2.9232522,NA,2.49988464,2.856051,6.57447E-07,4.1655E-07,5.49577E-07,NA,4.59076E-06,8.23055E-07
BSW.F5.LC,BSW,F,5,L,C,111.6788321,109.8958333,103.198032,121.0485133,134.9442379,99.50738916,2.1952392,2.1504384,2.98672,2.2344399,2.2176396,1.6128288,1.24752E-06,4.57445E-07,1.25109E-06,8.80296E-07,6.07336E-07,1.46529E-06
BSW.F5.LS,BSW,F,5,L,S,105.976431,111.9688385,NA,NA,NA,91.55844156,2.1504384,2.3688423,NA,NA,NA,2.2848408,1.55294E-07,7.50735E-07,NA,NA,NA,7.28998E-07
BSW.F5.WA,BSW,F,5,W,A,508.9673913,114.0087555,78.35144928,95.77647823,169.017341,94.29373246,2.532968308,2.7216486,3.3768603,2.8224504,2.60068644,3.36006,1.77692E-06,3.96619E-07,6.03291E-07,9.1941E-07,7.1116E-07,4.36615E-07
BSW.F5.WC,BSW,F,5,W,C,115.210356,90.57471264,103.8735178,114.6412884,130.8724832,116.6666667,2.9232522,1.48682655,3.7128663,2.4696441,2.4696441,3.5616636,2.16012E-07,4.56E-07,2.23868E-06,1.52997E-06,8.11418E-07,4.79564E-07
BSW.F5.WS,BSW,F,5,W,S,113.1022327,106.9779374,NA,NA,NA,NA,2.5872462,2.5032447,NA,NA,NA,NA,5.63797E-07,3.72693E-07,NA,NA,NA,NA
MLK.F1.LA,MLK,F,1,L,A,112.5584112,108.6102719,105.4257095,114.150289,119.4615816,123.6460717,3.6624654,1.6632297,2.9568528,3.6456651,2.856051,6.048108,1.96735E-07,2.41217E-06,7.84472E-07,1.76869E-06,6.79916E-07,2.80523E-07
MLK.F1.LC,MLK,F,1,L,C,119.4674814,112.7610209,108.6407767,118.9649061,120.9336251,127.2401434,3.1248558,1.3104234,2.5872462,3.1752567,3.0576546,3.1584564,3.26942E-07,7.83666E-07,1.9194E-06,4.5033E-06,9.67811E-07,8.43265E-07
MLK.F1.LS,MLK,F,1,L,S,NA,111.8742724,106.3583815,NA,117.4245054,NA,NA,1.6464294,2.0496366,NA,3.024054,NA,NA,1.44974E-06,1.57957E-06,NA,6.01459E-07,NA
MLK.F1.WA,MLK,F,1,W,A,10.4809433,113.0268199,191.1587408,98.53284428,123.1713304,110.531094,3.1752567,1.344024,2.4192432,3.2760585,2.9568528,3.3264594,3.27254E-07,1.25022E-06,1.0522E-06,3.90547E-06,6.3354E-07,6.11587E-07
MLK.F1.WC,MLK,F,1,W,C,10.99735365,112.3352166,106.4071371,117.7030241,118.4202683,120.1983769,3.192057,1.2936231,2.7216486,3.3768603,2.9904534,3.9312702,4.26865E-07,1.01914E-06,1.40182E-06,3.03961E-06,7.36628E-07,5.01024E-07
MLK.F1.WS,MLK,F,1,W,S,121.4534378,107.7455919,114.8584906,NA,118.0513595,NA,2.9568528,1.6464294,1.9656351,NA,2.856051,NA,2.98562E-07,8.04727E-07,1.14551E-06,NA,4.41582E-07,NA
MLK.F2.LA,MLK,F,2,L,A,118.3292383,114.8176881,111.4108527,97.76422764,128.151498,120.0147438,2.688048,3.1752567,3.36006,3.0912552,2.0496366,3.192057,6.13032E-07,1.06043E-06,6.6673E-07,2.2107E-06,1.71807E-06,1.61503E-06
MLK.F2.LC,MLK,F,2,L,C,113.151751,122.148696,113.5898485,110.2876798,125.6776737,118.75,2.352042,3.0576546,3.0408543,3.0912552,2.6544474,2.9568528,7.02409E-07,1.09799E-06,8.44274E-07,2.01747E-06,1.23239E-06,1.39931E-06
MLK.F2.LS,MLK,F,2,L,S,114.7477361,121.7605634,109.0413448,NA,108.2246171,115.9013605,2.3352417,2.9232522,2.3184414,NA,1.7136306,2.8896516,5.32789E-07,5.28664E-07,9.38751E-07,NA,8.44457E-07,3.49088E-07
MLK.F2.WA,MLK,F,2,W,A,155.1971326,125.3114383,112.7344521,121.7514124,120.3611457,118.4976118,2.765587846,2.8728513,3.1248558,3.1584564,2.1504384,2.6544474,4.45103E-07,1.12359E-06,6.87276E-07,4.29646E-06,2.21439E-06,4.56355E-07
MLK.F2.WC,MLK,F,2,W,C,118.0780209,88.99815612,116.9653894,113.7318255,122.133758,120.7900208,2.5032447,2.4696441,3.192057,2.856051,2.688048,2.9568528,4.30459E-07,2.1179E-06,8.01283E-07,2.4667E-06,7.78882E-07,5.80097E-07
MLK.F2.WS,MLK,F,2,W,S,117.4311927,NA,119.36,NA,123.7001209,121.8831735,2.5368453,NA,3.3432597,NA,2.7888498,3.2928588,3.39434E-07,NA,7.73646E-07,NA,1.04228E-06,3.66235E-07
MLK.F3.LA,MLK,F,3,L,A,21.50238819,105.952381,96.53012048,140.2758621,110.8588351,98.28706438,2.6544474,2.1672387,2.7048483,3.3936606,3.1584564,3.024054,2.56074E-07,9.42428E-07,8.0543E-07,8.17948E-06,1.13222E-06,2.54282E-06
MLK.F3.LC,MLK,F,3,L,C,138.245614,109.8153985,110.2032176,117.9432014,118.382643,101.2182203,2.6544474,2.0328363,2.8392507,3.2760585,3.1584564,3.1248558,1.00625E-07,9.10895E-07,1.24916E-06,9.3904E-06,8.42482E-07,2.47881E-06
MLK.F3.LS,MLK,F,3,L,S,174.9253731,NA,110.0925147,NA,108.2256169,97.73442417,2.5536456,NA,2.7216486,NA,2.7216486,3.1584564,7.35767E-08,NA,9.11129E-07,NA,6.63658E-07,2.77952E-07
MLK.F3.WA,MLK,F,3,W,A,144.2119944,118.9162562,111.6315624,93.7056318,115.8395649,112.2202057,2.5536456,2.1000375,2.856051,2.8224504,3.1248558,3.6288648,2.77993E-07,6.98929E-07,9.95388E-07,9.07138E-06,1.90419E-06,1.66924E-06
MLK.F3.WC,MLK,F,3,W,C,179.2714657,109.7419695,117.1108742,121.8601245,119.9106054,112.1970289,2.8896516,1.8648333,3.024054,3.6792657,2.9904534,3.4944624,2.92291E-07,7.65515E-07,8.85803E-07,9.20869E-06,1.69193E-06,3.70178E-06
MLK.F3.WS,MLK,F,3,W,S,129.2108363,NA,123.1262327,NA,105.6768559,93.1424767,2.1504384,NA,2.8056501,NA,2.9904534,2.7888498,1.84121E-07,NA,1.15908E-06,NA,3.24737E-06,1.32021E-06
MLK.F4.LA,MLK,F,4,L,A,111.2716763,112.4460875,115.6662892,110.8825481,127.5735294,113.3905579,2.5536456,2.5704459,3.8976696,3.1752567,2.9904534,3.1584564,4.09158E-07,9.18955E-07,1.28403E-06,3.11766E-06,6.97691E-07,2.0812E-06
MLK.F4.LC,MLK,F,4,L,C,252.1617852,106.5281899,123.040293,128.5988484,121.0201563,119.7928654,2.0832372,2.4528438,3.2256576,3.2928588,3.024054,3.528063,1.07738E-06,5.10469E-07,4.68259E-06,6.69073E-08,6.99894E-07,1.26822E-06
MLK.F4.LS,MLK,F,4,L,S,108.1541219,103.6144578,128.9484536,NA,123.4917733,119.697733,2.1672387,2.6544474,3.0576546,NA,2.7216486,3.1584564,2.54821E-07,6.28156E-07,2.06041E-06,NA,1.00124E-06,2.70142E-06
MLK.F4.WA,MLK,F,4,W,A,111.6683726,119.3762442,NA,115.2662722,117.0811518,124.7175141,2.5704459,3.607643368,NA,3.024054,2.6208468,2.8224504,4.46216E-07,9.4902E-08,NA,7.07662E-07,1.59471E-06,3.74711E-07
MLK.F4.WC,MLK,F,4,W,C,108.8911089,114.1741071,115.4532967,108.0223881,117.6960784,120.221886,2.0496366,2.2512402,2.6208468,3.5112627,3.0576546,3.2592582,4.72209E-07,5.25105E-07,3.33715E-06,2.57903E-06,5.28756E-06,5.82112E-07
MLK.F4.WS,MLK,F,4,W,S,117.9104478,120.4115684,111.3722999,NA,116.765286,115.8415842,2.1504384,2.688048,3.0576546,NA,2.5872462,2.6208468,2.72772E-07,6.17691E-07,3.4267E-06,NA,2.09442E-06,1.09537E-06
MLK.F5.LA,MLK,F,5,L,A,121.5460526,117.453294,107.2348485,114.2019838,122.8811189,116.1439114,2.1000375,2.6208468,3.192057,3.1080555,4.0656726,3.5616636,1.7021E-07,5.87567E-06,1.0404E-06,3.2356E-06,1.10183E-06,4.89668E-07
MLK.F5.LC,MLK,F,5,L,C,43.7630662,120.7263065,106.1863001,109.8490866,118.4677829,119.754977,1.7808318,2.4360435,3.2088573,3.5448633,3.48438222,2.9904534,9.15279E-07,7.25084E-06,7.42065E-07,1.91979E-06,1.09801E-06,1.39361E-06
MLK.F5.LS,MLK,F,5,L,S,133.3333333,NA,NA,112.9657228,141.0821643,103.94492,2.016036,NA,NA,2.9400525,3.2256576,2.8224504,6.67821E-08,NA,NA,5.07504E-06,1.03233E-06,1.19552E-06
MLK.F5.WA,MLK,F,5,W,A,135.5297158,113.7512639,100.0945626,104.5292621,115.9793814,110.626703,1.6968303,3.0072537,2.4528438,2.9904534,3.2592582,3.9984714,5.2981E-07,4.62551E-06,2.94284E-06,4.93228E-06,4.80615E-06,1.03252E-06
MLK.F5.WC,MLK,F,5,W,C,116.6959578,119.4779116,105.5440261,103.6321484,116.1306284,117.5765226,1.5456276,2.2344399,3.1080555,2.7720495,3.25589814,2.9904534,3.803E-07,5.12541E-06,1.40041E-06,3.51503E-06,9.12027E-07,1.15457E-06
MLK.F5.WS,MLK,F,5,W,S,118.2952183,124.8450413,NA,259.2672414,122.2903885,104.626952,1.9656351,2.688048,NA,2.4864444,3.2592582,3.6624654,2.56094E-07,3.77955E-06,NA,4.40205E-06,9.69745E-07,8.07704E-07
OSF.F1.LA,OSF,F,1,L,A,231.7631225,117.3756309,95.77464789,114.6511628,113.8506164,100.159109,3.0576546,2.6712477,3.0408543,3.0072537,2.22435972,0.29568528,5.05143E-07,3.37223E-07,9.16745E-07,2.19541E-06,2.17147E-06,6.90801E-06
OSF.F1.LC,OSF,F,1,L,C,120.0815956,128.3944244,110.1938503,121.4594595,NA,110.4773869,3.7968678,3.8472687,2.9064519,3.2088573,NA,0.32256576,2.83232E-07,5.49036E-07,7.33686E-07,5.4003E-06,NA,6.43933E-06
OSF.F1.LS,OSF,F,1,L,S,116.0077146,NA,121.1267606,NA,121.8402427,110.69869,2.9736531,NA,2.184039,NA,2.9064519,0.28896516,6.57735E-07,NA,5.55196E-07,NA,8.75933E-07,1.1946E-05
OSF.F1.WA,OSF,F,1,W,A,159.4879518,105.4361568,114.997627,117.4786845,NA,NA,3.4944624,3.4272612,3.4776621,3.5952642,NA,NA,1.0372E-07,5.2158E-07,7.2061E-07,2.99032E-06,NA,NA
OSF.F1.WC,OSF,F,1,W,C,121.6243655,83.26271186,113.9018692,111.9095143,109.4839609,97.51131222,3.3096591,3.775126235,3.7968678,3.1248558,2.69812818,0.38304684,4.23365E-07,1.27737E-06,6.50121E-07,4.14142E-06,4.10446E-06,1.24165E-06
OSF.F1.WS,OSF,F,1,W,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OSF.F2.LA,OSF,F,2,L,A,119.536903,112.7753304,110.0550964,115.5487805,122.2069911,114.5808019,4.3848783,2.7720495,3.6792657,2.856051,2.856051,0.2688048,1.73348E-07,1.03893E-06,3.2594E-07,4.49621E-06,3.66049E-06,4.41682E-06
OSF.F2.LC,OSF,F,2,L,C,112.7790608,122.6634087,114.0376266,136.0465116,128.8615966,107.1361502,3.7464669,2.4528438,3.1752567,3.3096591,3.11141556,0.29904534,1.45022E-07,1.28536E-06,6.40632E-07,6.32644E-06,1.42629E-06,2.50922E-05
OSF.F2.LS,OSF,F,2,L,S,108.4135834,NA,NA,NA,NA,100.122549,4.4352792,NA,NA,NA,NA,0.27216486,1.88874E-07,NA,NA,NA,NA,1.53502E-05
OSF.F2.WA,OSF,F,2,W,A,116.7200699,142.0612813,111.1627907,107.087959,115.8158996,105.1833123,4.2168753,1.5456276,3.4944624,3.0744549,3.192057,NA,2.69966E-07,3.18502E-06,5.14453E-07,1.92021E-05,3.51451E-06,NA
OSF.F2.WC,OSF,F,2,W,C,108.4074373,125.5471548,96.92712906,113.1242741,126.6666667,119.0389294,3.8472687,2.9232522,3.4944624,2.4192432,3.2592582,0.37968678,3.22014E-07,3.3969E-06,8.57663E-07,1.76986E-06,1.37461E-06,7.19883E-06
OSF.F2.WS,OSF,F,2,W,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OSF.F3.LA,OSF,F,3,L,A,120.3422053,109.0212264,105.065123,97.22675367,95.69160998,119.8877805,4.0992732,3.5616636,2.9400525,3.06605475,3.2760585,0.39648708,2.82581E-07,1.1978E-06,3.79759E-07,1.0195E-05,6.24413E-07,7.21352E-06
OSF.F3.LC,OSF,F,3,L,C,121.3633169,116.4122137,113.865932,111.5475255,118.1882771,128.6697248,3.6288648,2.856051,3.2424579,2.6712477,4.1328738,0.33264594,4.26333E-07,1.29864E-06,1.39158E-06,1.18174E-06,4.23232E-07,1.01358E-05
OSF.F3.LS,OSF,F,3,L,S,129.6280642,106.6098081,81.91268191,113.4259259,NA,NA,4.6200825,2.584661538,2.9568528,1.7472312,NA,NA,3.78905E-07,2.178E-06,1.61859E-06,1.5538E-05,NA,NA
OSF.F3.WA,OSF,F,3,W,A,113.8851802,77.77777778,78.79799666,110.6888361,117.087156,119.4244604,3.9648708,3.248058,3.048054429,1.9992357,3.63558492,0.27888498,1.75023E-08,3.05161E-06,5.54168E-06,9.46376E-06,4.35201E-07,7.96659E-06
OSF.F3.WC,OSF,F,3,W,C,113.9251523,96.34551495,113.7632717,144.1018767,123.3908948,112.8615385,4.4520795,3.5952642,3.4776621,2.2344399,3.3264594,0.32928588,2.20963E-07,1.0774E-06,1.21602E-06,1.09652E-06,2.88965E-07,1.44498E-05
OSF.F3.WS,OSF,F,3,W,S,NA,NA,NA,118.2165605,NA,NA,NA,NA,NA,2.184039,NA,NA,NA,NA,NA,4.7896E-06,NA,NA
OSF.F4.LA,OSF,F,4,L,A,113.7862138,117.2032193,104.4364508,131.7839196,120.8460237,110.5714286,4.200075,3.4776621,2.6712477,2.3352417,3.7296666,0.27552492,2.0687E-07,6.90226E-07,-1.46186E-06,5.74651E-06,3.70554E-07,1.74083E-05
OSF.F4.LC,OSF,F,4,L,C,107.9835391,244.5339471,109.7359736,135.2320675,128.0982906,114.8554913,3.2760585,2.5368453,3.2592582,2.6040465,3.3936606,0.31584564,2.42634E-07,1.10071E-06,4.9752E-07,1.21209E-06,4.87559E-07,5.19908E-06
OSF.F4.LS,OSF,F,4,L,S,101.9064125,118.7380497,NA,NA,NA,NA,2.8896516,3.115692,NA,NA,NA,NA,3.39655E-07,3.02596E-06,NA,NA,NA,NA
OSF.F4.WA,OSF,F,4,W,A,115.2131148,107.9242637,NA,294.5544554,124.0540541,111.8644068,2.7552492,2.8392507,NA,2.520045,3.1248558,0.32256576,-6.78604E-08,9.40819E-07,NA,1.01335E-06,4.43856E-07,7.1858E-06
