year,month,day,jd,Year-JD,Tair,T0,T80,tun15,season
2007,5,10,130,2007-130,-3.730,-0.328,-0.323,-4.599,MAM
2007,5,11,131,2007-131,-0.343,-0.234,-0.227,1.364,MAM
2007,5,12,132,2007-132,5.180,-0.153,-0.151,5.083,MAM
2007,5,13,133,2007-133,5.233,-0.144,-0.147,5.876,MAM
2007,5,14,134,2007-134,0.044,-0.240,-0.246,-0.462,MAM
2007,5,15,135,2007-135,-1.163,-0.247,-0.257,-0.873,MAM
2007,5,16,136,2007-136,-4.642,-0.307,-0.319,-5.167,MAM
2007,5,17,137,2007-137,-6.912,-0.315,-0.326,-7.280,MAM
2007,5,18,138,2007-138,-7.650,-0.318,-0.325,-7.780,MAM
2007,5,19,139,2007-139,-1.187,-0.224,-0.230,0.675,MAM
2007,5,20,140,2007-140,3.722,-0.167,-0.172,6.120,MAM
2007,5,21,141,2007-141,3.986,-0.139,-0.157,5.919,MAM
2007,5,22,142,2007-142,4.860,-0.126,-0.154,3.608,MAM
2007,5,23,143,2007-143,-0.533,-0.240,-0.260,-0.304,MAM
2007,5,24,144,2007-144,-4.271,-0.289,-0.318,-4.064,MAM
2007,5,25,145,2007-145,-0.121,-0.192,-0.243,0.155,MAM
2007,5,26,146,2007-146,9.470,-0.016,-0.097,12.560,MAM
2007,5,27,147,2007-147,13.320,4.249,-0.073,11.750,MAM
2007,5,28,148,2007-148,-1.563,-1.864,-0.278,-1.450,MAM
2007,5,29,149,2007-149,-1.250,-0.599,-0.252,-0.238,MAM
2007,5,30,150,2007-150,5.725,5.305,-0.137,8.210,MAM
2007,5,31,151,2007-151,6.439,5.088,-0.108,6.725,MAM
2007,6,1,152,2007-152,7.650,7.710,-0.093,10.820,JJA
2007,6,2,153,2007-153,8.350,8.200,-0.081,5.821,JJA
2007,6,3,154,2007-154,3.304,3.431,-0.166,2.846,JJA
2007,6,4,155,2007-155,-0.533,-0.692,-0.257,-0.200,JJA
2007,6,5,156,2007-156,-1.417,-1.322,-0.272,-1.211,JJA
2007,6,6,157,2007-157,2.531,2.469,-0.188,2.407,JJA
2007,6,7,158,2007-158,4.646,4.976,-0.143,4.599,JJA
2007,6,8,159,2007-159,3.277,3.489,-0.177,2.001,JJA
2007,6,9,160,2007-160,1.082,0.810,-0.224,1.190,JJA
2007,6,10,161,2007-161,4.458,4.508,-0.150,4.004,JJA
2007,6,11,162,2007-162,9.390,9.850,-0.112,11.360,JJA
2007,6,12,163,2007-163,6.669,6.869,-0.098,8.650,JJA
2007,6,13,164,2007-164,11.520,11.900,-0.066,4.852,JJA
2007,6,14,165,2007-165,5.033,5.415,-0.128,2.890,JJA
2007,6,15,166,2007-166,2.685,3.117,-0.175,2.406,JJA
2007,6,16,167,2007-167,10.600,10.970,-0.077,10.490,JJA
2007,6,17,168,2007-168,10.570,10.590,-0.059,9.320,JJA
2007,6,18,169,2007-169,3.506,3.402,-0.165,3.927,JJA
2007,6,19,170,2007-170,6.064,5.585,-0.125,6.208,JJA
2007,6,20,171,2007-171,7.840,7.460,-0.060,6.774,JJA
2007,6,21,172,2007-172,8.890,8.830,0.037,9.710,JJA
2007,6,22,173,2007-173,10.400,10.850,0.177,11.590,JJA
2007,6,23,174,2007-174,6.009,6.111,0.282,5.315,JJA
2007,6,24,175,2007-175,3.263,3.600,0.316,2.677,JJA
2007,6,25,176,2007-176,3.304,3.657,0.317,3.371,JJA
2007,6,26,177,2007-177,5.665,5.737,0.393,6.445,JJA
2007,6,27,178,2007-178,8.390,8.250,0.505,7.870,JJA
2007,6,28,179,2007-179,7.300,7.790,0.679,6.130,JJA
2007,6,29,180,2007-180,10.730,10.500,0.914,10.990,JJA
2007,6,30,181,2007-181,13.590,13.350,1.140,14.300,JJA
2007,7,1,182,2007-182,15.730,16.190,1.456,17.220,JJA
2007,7,2,183,2007-183,17.700,18.260,1.838,18.260,JJA
2007,7,3,184,2007-184,20.510,20.480,2.217,20.640,JJA
2007,7,4,185,2007-185,14.980,14.840,2.628,12.650,JJA
2007,7,5,186,2007-186,14.030,13.580,2.806,13.700,JJA
2007,7,6,187,2007-187,11.000,11.270,2.842,10.670,JJA
2007,7,7,188,2007-188,11.800,12.360,2.804,9.730,JJA
2007,7,8,189,2007-189,7.110,7.220,2.806,6.991,JJA
2007,7,9,190,2007-190,7.990,8.310,2.734,7.610,JJA
2007,7,10,191,2007-191,8.180,8.110,2.627,8.650,JJA
2007,7,11,192,2007-192,5.995,6.052,2.525,6.693,JJA
2007,7,12,193,2007-193,15.140,14.450,2.475,15.360,JJA
2007,7,13,194,2007-194,17.050,15.910,2.628,14.600,JJA
2007,7,14,195,2007-195,14.710,14.550,2.919,13.850,JJA
2007,7,15,196,2007-196,15.730,15.040,3.170,14.150,JJA
2007,7,16,197,2007-197,16.010,14.970,3.379,14.230,JJA
2007,7,17,198,2007-198,15.430,14.660,3.539,14.720,JJA
2007,7,18,199,2007-199,15.130,14.000,3.680,15.380,JJA
2007,7,19,200,2007-200,19.080,18.560,3.804,18.040,JJA
2007,7,20,201,2007-201,20.420,20.330,4.016,21.300,JJA
2007,7,21,202,2007-202,23.410,23.250,4.253,23.890,JJA
2007,7,22,203,2007-203,24.000,23.870,4.493,22.260,JJA
2007,7,23,204,2007-204,23.630,22.460,4.899,23.920,JJA
2007,7,24,205,2007-205,19.280,18.850,5.164,19.180,JJA
2007,7,25,206,2007-206,22.330,22.820,5.310,21.470,JJA
2007,7,26,207,2007-207,15.670,16.690,5.499,15.330,JJA
2007,7,27,208,2007-208,15.940,15.280,5.541,16.390,JJA
2007,7,28,209,2007-209,16.400,16.850,5.461,16.530,JJA
2007,7,29,210,2007-210,16.660,17.250,5.405,16.450,JJA
2007,7,30,211,2007-211,15.860,15.830,5.390,17.260,JJA
2007,7,31,212,2007-212,14.660,14.510,5.366,16.200,JJA
2007,8,1,213,2007-213,11.330,11.520,5.328,11.360,JJA
2007,8,2,214,2007-214,9.040,9.020,5.209,8.730,JJA
2007,8,3,215,2007-215,13.590,12.090,5.063,12.400,JJA
2007,8,4,216,2007-216,12.790,12.130,4.973,12.300,JJA
2007,8,5,217,2007-217,10.720,9.920,4.916,10.280,JJA
2007,8,6,218,2007-218,12.270,10.710,4.855,12.710,JJA
2007,8,7,219,2007-219,12.060,11.180,4.766,13.280,JJA
2007,8,8,220,2007-220,14.120,13.400,4.770,14.340,JJA
2007,8,9,221,2007-221,14.560,13.870,4.878,14.790,JJA
2007,8,10,222,2007-222,16.500,15.120,4.936,16.600,JJA
2007,8,11,223,2007-223,12.360,11.500,5.038,13.680,JJA
2007,8,12,224,2007-224,12.550,11.380,5.056,12.850,JJA
2007,8,13,225,2007-225,11.270,10.110,5.041,12.690,JJA
2007,8,14,226,2007-226,10.840,9.780,4.993,11.770,JJA
2007,8,15,227,2007-227,9.550,9.030,4.961,10.820,JJA
2007,8,16,228,2007-228,8.980,8.480,4.925,9.940,JJA
2007,8,17,229,2007-229,9.730,8.150,4.826,11.300,JJA
2007,8,18,230,2007-230,12.860,11.550,4.786,13.250,JJA
2007,8,19,231,2007-231,15.420,13.150,4.788,15.840,JJA
2007,8,20,232,2007-232,17.920,16.130,4.874,18.790,JJA
2007,8,21,233,2007-233,16.040,15.320,5.080,17.160,JJA
2007,8,22,234,2007-234,16.190,15.930,5.283,16.290,JJA
2007,8,23,235,2007-235,9.940,9.760,5.480,10.320,JJA
2007,8,24,236,2007-236,9.430,8.280,5.481,10.190,JJA
2007,8,25,237,2007-237,8.110,7.490,5.287,8.030,JJA
2007,8,26,238,2007-238,9.270,8.150,5.091,9.590,JJA
2007,8,27,239,2007-239,9.310,8.680,4.931,11.530,JJA
2007,8,28,240,2007-240,9.890,10.210,4.806,10.040,JJA
2007,8,29,241,2007-241,10.000,9.020,4.735,10.350,JJA
2007,8,30,242,2007-242,8.790,7.610,4.681,9.780,JJA
2007,8,31,243,2007-243,10.150,10.060,4.611,10.450,JJA
2007,9,1,244,2007-244,13.260,12.680,4.623,13.720,SON
2007,9,2,245,2007-245,8.390,8.080,4.768,9.160,SON
2007,9,3,246,2007-246,10.200,9.680,4.918,11.570,SON
2007,9,4,247,2007-247,12.620,10.780,4.890,10.960,SON
2007,9,5,248,2007-248,11.970,11.640,4.935,11.740,SON
2007,9,6,249,2007-249,6.190,5.481,5.008,7.030,SON
2007,9,7,250,2007-250,5.363,4.213,4.863,6.006,SON
2007,9,8,251,2007-251,6.667,3.649,4.598,8.100,SON
2007,9,9,252,2007-252,8.290,7.740,4.336,8.550,SON
2007,9,10,253,2007-253,2.723,2.088,4.074,4.033,SON
2007,9,11,254,2007-254,2.090,1.264,3.836,3.595,SON
2007,9,12,255,2007-255,2.111,0.520,3.534,4.850,SON
2007,9,13,256,2007-256,4.099,3.172,3.291,4.782,SON
2007,9,14,257,2007-257,2.875,2.085,3.069,3.256,SON
2007,9,15,258,2007-258,0.796,-0.720,2.868,2.580,SON
2007,9,16,259,2007-259,0.056,-0.770,2.621,3.272,SON
2007,9,17,260,2007-260,3.400,1.927,2.444,5.087,SON
2007,9,18,261,2007-261,4.895,4.584,2.301,5.514,SON
2007,9,19,262,2007-262,3.371,3.229,2.236,4.260,SON
2007,9,20,263,2007-263,2.763,2.609,2.214,3.781,SON
2007,9,21,264,2007-264,4.301,3.811,2.233,4.928,SON
2007,9,22,265,2007-265,3.574,2.630,2.220,4.743,SON
2007,9,23,266,2007-266,2.471,1.476,2.173,3.966,SON
2007,9,24,267,2007-267,2.972,2.504,2.092,3.412,SON
2007,9,25,268,2007-268,3.783,2.778,2.043,4.200,SON
2007,9,26,269,2007-269,5.460,5.168,2.039,6.565,SON
2007,9,27,270,2007-270,4.573,3.579,2.060,5.172,SON
2007,9,28,271,2007-271,1.725,0.950,2.003,2.111,SON
2007,9,29,272,2007-272,7.350,5.528,2.048,8.240,SON
2007,9,30,273,2007-273,4.333,3.100,1.991,5.148,SON
2007,10,1,274,2007-274,1.545,0.690,1.943,2.361,SON
2007,10,2,275,2007-275,5.347,4.903,1.912,5.778,SON
2007,10,3,276,2007-276,5.540,3.139,1.882,5.092,SON
2007,10,4,277,2007-277,1.583,1.141,1.800,2.511,SON
2007,10,5,278,2007-278,-0.754,-0.340,1.665,0.911,SON
2007,10,6,279,2007-279,0.593,-1.280,1.528,1.081,SON
2007,10,7,280,2007-280,1.185,-0.161,1.356,2.289,SON
2007,10,8,281,2007-281,2.203,0.440,1.212,3.211,SON
2007,10,9,282,2007-282,2.165,1.769,1.109,2.954,SON
2007,10,10,283,2007-283,1.866,-1.172,1.042,-21.790,SON
2007,10,11,284,2007-284,0.058,-1.300,0.939,0.457,SON
2007,10,12,285,2007-285,-0.360,-1.722,0.803,-0.198,SON
2007,10,13,286,2007-286,0.678,-0.239,0.727,0.893,SON
2007,10,14,287,2007-287,2.655,1.493,0.677,3.539,SON
2007,10,15,288,2007-288,4.546,3.459,0.679,5.863,SON
2007,10,16,289,2007-289,3.370,2.933,0.729,3.713,SON
2007,10,17,290,2007-290,5.218,0.502,0.849,6.333,SON
2007,10,18,291,2007-291,3.413,0.550,0.835,4.264,SON
2007,10,19,292,2007-292,4.228,3.793,0.832,4.677,SON
2007,10,20,293,2007-293,3.284,2.574,0.868,3.857,SON
2007,10,21,294,2007-294,1.643,0.801,0.885,2.629,SON
2007,10,22,295,2007-295,0.953,0.487,0.843,1.712,SON
2007,10,23,296,2007-296,0.592,-0.431,0.781,1.453,SON
2007,10,24,297,2007-297,-0.067,-0.614,0.679,0.502,SON
2007,10,25,298,2007-298,1.005,-0.251,0.601,1.107,SON
2007,10,26,299,2007-299,-1.714,-1.559,0.470,-2.140,SON
2007,10,27,300,2007-300,-8.090,-5.930,0.355,-7.104,SON
2007,10,28,301,2007-301,-1.023,-1.597,0.334,-0.837,SON
2007,10,29,302,2007-302,-8.590,-9.040,0.186,-7.612,SON
2007,10,30,303,2007-303,-8.290,-7.290,0.121,-6.107,SON
2007,10,31,304,2007-304,-3.379,-3.414,0.057,-3.639,SON
2007,11,1,305,2007-305,-6.348,-6.089,-0.011,-5.991,SON
2007,11,2,306,2007-306,-3.327,-2.689,-0.051,-3.262,SON
2007,11,3,307,2007-307,-11.930,-7.450,-0.119,-10.370,SON
2007,11,4,308,2007-308,-9.660,-7.560,-0.155,-9.991,SON
2007,11,5,309,2007-309,-7.650,-4.347,-0.183,-6.487,SON
2007,11,6,310,2007-310,-16.720,-6.959,-0.271,-16.154,SON
2007,11,7,311,2007-311,-11.590,-5.929,-0.250,-9.892,SON
2007,11,8,312,2007-312,-10.920,-5.567,-0.276,-10.011,SON
2007,11,9,313,2007-313,-13.810,-7.790,-0.319,-12.530,SON
2007,11,10,314,2007-314,-7.970,-4.907,-0.307,-7.682,SON
2007,11,11,315,2007-315,-2.803,-2.594,-0.300,-2.854,SON
2007,11,12,316,2007-316,-1.286,-1.308,-0.297,-1.556,SON
2007,11,13,317,2007-317,-2.986,-1.814,-0.330,-2.953,SON
2007,11,14,318,2007-318,-7.200,-2.946,-0.354,-5.953,SON
2007,11,15,319,2007-319,-10.260,-4.137,-0.362,-7.692,SON
2007,11,16,320,2007-320,-9.650,-3.872,-0.369,-8.478,SON
2007,11,17,321,2007-321,-15.480,-5.560,-0.400,-14.382,SON
2007,11,18,322,2007-322,-8.690,-4.338,-0.361,-8.727,SON
2007,11,19,323,2007-323,-16.980,-5.324,-0.456,-15.686,SON
2007,11,20,324,2007-324,-21.100,-7.440,-0.578,-18.702,SON
2007,11,21,325,2007-325,-20.720,-8.800,-0.564,-18.005,SON
2007,11,22,326,2007-326,-16.240,-7.800,-0.436,-15.745,SON
2007,11,23,327,2007-327,-15.590,-7.450,-0.475,-14.372,SON
2007,11,24,328,2007-328,-20.780,-8.440,-0.694,-19.887,SON
2007,11,25,329,2007-329,-23.320,-10.070,-0.934,-20.873,SON
2007,11,26,330,2007-330,-16.180,-7.680,-0.933,-15.098,SON
2007,11,27,331,2007-331,-23.760,-9.700,-1.338,-21.980,SON
2007,11,28,332,2007-332,-22.730,-9.800,-1.439,-25.980,SON
2007,11,29,333,2007-333,-28.940,-12.020,-1.737,-27.870,SON
2007,11,30,334,2007-334,-29.470,-12.720,-1.874,-26.800,SON
2007,12,1,335,2007-335,-26.900,-12.300,-2.116,-27.680,DJF
2007,12,2,336,2007-336,-28.490,-13.610,-2.373,-23.580,DJF
2007,12,3,337,2007-337,-25.870,-13.540,-2.576,-21.590,DJF
2007,12,4,338,2007-338,-24.520,-13.210,-2.755,-14.350,DJF
2007,12,5,339,2007-339,-15.380,-9.770,-2.698,-15.040,DJF
2007,12,6,340,2007-340,-16.660,-9.270,-2.839,-16.450,DJF
2007,12,7,341,2007-341,-18.230,-9.400,-2.921,-20.250,DJF
2007,12,8,342,2007-342,-22.070,-10.620,-3.096,-24.060,DJF
2007,12,9,343,2007-343,-26.010,-11.960,-3.311,-23.920,DJF
2007,12,10,344,2007-344,-25.870,-12.770,-3.433,-25.000,DJF
2007,12,11,345,2007-345,-26.950,-12.790,-3.617,-26.510,DJF
2007,12,12,346,2007-346,-29.150,-13.790,-3.832,-22.590,DJF
2007,12,13,347,2007-347,-25.450,-13.820,-3.934,-20.490,DJF
2007,12,14,348,2007-348,-21.030,-12.300,-4.000,-21.590,DJF
2007,12,15,349,2007-349,-22.280,-10.880,-4.165,-24.520,DJF
2007,12,16,350,2007-350,-26.570,-12.080,-4.377,-22.290,DJF
2007,12,17,351,2007-351,-22.460,-11.720,-4.314,-24.190,DJF
2007,12,18,352,2007-352,-23.850,-12.290,-4.443,-20.120,DJF
2007,12,19,353,2007-353,-21.340,-11.500,-4.395,-16.060,DJF
2007,12,20,354,2007-354,-14.790,-9.530,-4.265,-19.190,DJF
2007,12,21,355,2007-355,-20.460,-9.830,-4.402,-24.850,DJF
2007,12,22,356,2007-356,-25.650,-11.090,-4.579,-21.860,DJF
2007,12,23,357,2007-357,-24.440,-11.480,-4.549,-13.270,DJF
2007,12,24,358,2007-358,-14.270,-9.420,-4.315,-25.170,DJF
2007,12,25,359,2007-359,-26.730,-11.350,-4.677,-27.210,DJF
2007,12,26,360,2007-360,-28.240,-12.220,-4.701,-25.200,DJF
2007,12,27,361,2007-361,-27.060,-11.660,-4.805,-26.450,DJF
2007,12,28,362,2007-362,-27.630,-12.400,-4.755,-16.520,DJF
2007,12,29,363,2007-363,-17.360,-10.560,-4.680,-19.030,DJF
2007,12,30,364,2007-364,-19.330,-9.900,-4.798,-22.330,DJF
2007,12,31,365,2007-365,-21.230,-10.210,-4.864,-22.500,DJF
2008,1,2,2,2008-2,-25.470,-12.250,-5.026,-16.790,DJF
2008,1,3,3,2008-3,-17.430,-10.290,-4.817,-18.740,DJF
2008,1,4,4,2008-4,-19.630,-10.260,-4.900,-16.530,DJF
2008,1,5,5,2008-5,-16.480,-9.630,-4.773,-13.900,DJF
2008,1,6,6,2008-6,-14.060,-9.750,-4.714,-11.190,DJF
2008,1,7,7,2008-7,-11.500,-8.660,-4.668,-21.070,DJF
2008,1,8,8,2008-8,-21.600,-9.090,-4.796,-25.320,DJF
2008,1,9,9,2008-9,-27.620,-11.650,-4.921,-26.050,DJF
2008,1,10,10,2008-10,-27.040,-11.990,-4.833,-30.610,DJF
2008,1,11,11,2008-11,-32.110,-13.360,-4.903,-26.590,DJF
2008,1,12,12,2008-12,-28.420,-13.680,-4.980,-29.600,DJF
2008,1,13,13,2008-13,-30.770,-13.590,-5.180,-20.950,DJF
2008,1,14,14,2008-14,-24.310,-13.080,-5.100,-12.830,DJF
2008,1,15,15,2008-15,-13.810,-10.870,-4.960,-13.077,DJF
2008,1,16,16,2008-16,-25.620,-10.040,-5.249,-24.486,DJF
2008,1,17,17,2008-17,-28.680,-11.820,-5.261,-26.906,DJF
2008,1,18,18,2008-18,-26.960,-13.040,-5.236,-25.731,DJF
2008,1,19,19,2008-19,-27.510,-13.470,-5.323,-26.229,DJF
2008,1,20,20,2008-20,-28.110,-14.100,-5.414,-26.348,DJF
2008,1,21,21,2008-21,-31.520,-13.930,-5.486,-29.285,DJF
2008,1,22,22,2008-22,-30.980,-14.160,-5.482,-28.508,DJF
2008,1,23,23,2008-23,-22.710,-14.170,-5.516,-21.908,DJF
2008,1,24,24,2008-24,-16.670,-12.010,-5.398,-15.616,DJF
2008,1,25,25,2008-25,-21.730,-10.890,-5.546,-21.131,DJF
2008,1,26,26,2008-26,-19.810,-10.490,-5.411,-19.857,DJF
2008,1,27,27,2008-27,-19.620,-9.910,-5.298,-19.668,DJF
2008,1,28,28,2008-28,-26.460,-10.600,-5.442,-26.049,DJF
2008,1,29,29,2008-29,-25.890,-12.080,-5.346,-26.049,DJF
2008,1,30,30,2008-30,-30.640,-11.590,-5.419,-29.972,DJF
2008,1,31,31,2008-31,-32.950,-11.050,-5.342,-31.485,DJF
2008,2,1,32,2008-32,-32.670,-11.130,-5.317,-31.664,DJF
2008,2,2,33,2008-33,-33.550,-11.310,-5.235,-31.286,DJF
2008,2,3,34,2008-34,-32.680,-11.590,-5.244,-31.684,DJF
2008,2,4,35,2008-35,-34.010,-11.740,-5.253,-32.252,DJF
2008,2,5,36,2008-36,-32.220,-11.910,-5.289,-30.052,DJF
2008,2,6,37,2008-37,-23.720,-11.910,-5.370,-23.023,DJF
2008,2,7,38,2008-38,-19.810,-11.170,-5.267,-20.176,DJF
2008,2,8,39,2008-39,-28.010,-10.620,-5.576,-26.736,DJF
2008,2,9,40,2008-40,-28.490,-10.360,-5.535,-27.752,DJF
2008,2,10,41,2008-41,-35.230,-10.140,-5.290,-33.098,DJF
2008,2,11,42,2008-42,-28.620,-10.380,-5.353,-27.413,DJF
2008,2,12,43,2008-43,-29.080,-10.500,-5.424,-27.692,DJF
2008,2,13,44,2008-44,-32.520,-10.410,-5.399,-30.390,DJF
2008,2,14,45,2008-45,-28.620,-10.560,-5.404,-27.772,DJF
2008,2,15,46,2008-46,-31.150,-10.600,-5.401,-29.813,DJF
2008,2,16,47,2008-47,-22.590,-10.510,-5.230,-22.495,DJF
2008,2,17,48,2008-48,-25.750,-10.450,-5.334,-25.940,DJF
2008,2,18,49,2008-49,-34.530,-10.110,-5.256,-33.407,DJF
2008,2,19,50,2008-50,-29.570,-10.340,-5.290,-28.528,DJF
2008,2,20,51,2008-51,-20.030,-10.420,-5.161,-17.985,DJF
2008,2,21,52,2008-52,-20.220,-10.170,-5.170,-20.843,DJF
2008,2,22,53,2008-53,-16.600,-9.650,-5.098,-16.841,DJF
2008,2,23,54,2008-54,-18.810,-9.330,-5.148,-18.045,DJF
2008,2,24,55,2008-55,-25.490,-9.200,-5.272,-24.636,DJF
2008,2,25,56,2008-56,-24.010,-9.020,-5.200,-22.894,DJF
2008,2,26,57,2008-57,-24.620,-9.060,-5.143,-24.019,DJF
2008,2,27,58,2008-58,-26.700,-9.170,-5.115,-25.890,DJF
2008,2,28,59,2008-59,-26.580,-9.290,-5.047,-24.566,DJF
2008,2,29,60,2008-60,-23.040,-9.380,-4.951,-22.326,DJF
2008,3,1,61,2008-61,-18.900,-9.240,-4.790,-17.428,MAM
2008,3,2,62,2008-62,-18.430,-9.010,-4.773,-25.480,MAM
2008,3,3,63,2008-63,-28.660,-8.900,-5.043,-28.170,MAM
2008,3,4,64,2008-64,-28.550,-8.820,-4.982,-28.170,MAM
2008,3,5,65,2008-65,-32.440,-9.000,-4.889,-31.070,MAM
2008,3,6,66,2008-66,-30.650,-9.240,-4.807,-28.790,MAM
2008,3,7,67,2008-67,-25.410,-9.390,-4.719,-23.220,MAM
2008,3,8,68,2008-68,-19.290,-9.360,-4.653,-17.290,MAM
2008,3,9,69,2008-69,-11.930,-9.120,-4.504,-10.530,MAM
2008,3,10,70,2008-70,-20.640,-8.840,-4.658,-20.440,MAM
2008,3,11,71,2008-71,-21.380,-8.480,-4.657,-20.050,MAM
2008,3,12,72,2008-72,-16.530,-8.210,-4.473,-16.520,MAM
2008,3,13,73,2008-73,-20.460,-8.160,-4.579,-19.750,MAM
2008,3,14,74,2008-74,-23.140,-8.170,-4.605,-21.530,MAM
2008,3,15,75,2008-75,-24.920,-8.330,-4.619,-24.590,MAM
2008,3,16,76,2008-76,-25.310,-8.470,-4.540,-24.320,MAM
2008,3,17,77,2008-77,-17.640,-8.490,-4.326,-18.050,MAM
2008,3,18,78,2008-78,-17.590,-8.410,-4.318,-17.520,MAM
2008,3,19,79,2008-79,-24.810,-8.490,-4.525,-25.640,MAM
2008,3,20,80,2008-80,-25.500,-8.330,-4.439,-24.190,MAM
2008,3,21,81,2008-81,-19.370,-8.320,-4.313,-19.400,MAM
2008,3,22,82,2008-82,-25.030,-8.470,-4.506,-25.390,MAM
2008,3,23,83,2008-83,-26.650,-8.380,-4.451,-26.960,MAM
2008,3,24,84,2008-84,-23.950,-8.460,-4.399,-23.720,MAM
2008,3,25,85,2008-85,-19.030,-8.430,-4.269,-18.940,MAM
2008,3,26,86,2008-86,-17.600,-8.270,-4.230,-18.160,MAM
2008,3,27,87,2008-87,-20.230,-8.110,-4.349,-19.910,MAM
2008,3,28,88,2008-88,-16.290,-7.860,-4.267,-11.900,MAM
2008,3,29,89,2008-89,-12.170,-7.630,-4.150,-8.550,MAM
2008,3,30,90,2008-90,-14.980,-7.470,-4.120,-14.490,MAM
2008,3,31,91,2008-91,-17.170,-7.350,-4.143,-17.280,MAM
2008,4,1,92,2008-92,-18.020,-7.270,-4.151,-18.880,MAM
2008,4,2,93,2008-93,-16.350,-7.230,-4.059,-16.170,MAM
2008,4,3,94,2008-94,-24.690,-7.470,-4.197,-25.040,MAM
2008,4,4,95,2008-95,-27.140,-7.330,-4.173,-25.800,MAM
2008,4,5,96,2008-96,-19.330,-7.150,-3.994,-18.730,MAM
2008,4,6,97,2008-97,-11.290,-7.080,-3.845,-10.420,MAM
2008,4,7,98,2008-98,-9.330,-6.881,-3.795,-10.140,MAM
2008,4,8,99,2008-99,-11.560,-6.677,-3.805,-11.500,MAM
2008,4,9,100,2008-100,-11.730,-6.514,-3.774,-12.110,MAM
2008,4,10,101,2008-101,-7.050,-6.318,-3.677,-5.744,MAM
2008,4,11,102,2008-102,-3.201,-6.050,-3.593,-0.735,MAM
2008,4,12,103,2008-103,-0.962,-5.630,-3.519,-0.008,MAM
2008,4,13,104,2008-104,-2.331,-5.168,-3.472,-1.219,MAM
2008,4,14,105,2008-105,3.002,-4.219,-3.294,4.436,MAM
2008,4,15,106,2008-106,3.636,-1.009,-3.056,3.189,MAM
2008,4,16,107,2008-107,-4.466,-0.555,-2.722,-4.662,MAM
2008,4,17,108,2008-108,-4.077,-0.537,-2.282,-4.902,MAM
2008,4,18,109,2008-109,-1.941,-0.635,-1.943,-1.541,MAM
2008,4,19,110,2008-110,-5.237,-0.784,-1.780,-6.119,MAM
2008,4,20,111,2008-111,-8.610,-0.948,-1.629,-8.990,MAM
2008,4,21,112,2008-112,-6.363,-1.206,-1.503,-6.783,MAM
2008,4,22,113,2008-113,-0.562,-1.284,-1.363,0.399,MAM
2008,4,23,114,2008-114,-1.844,-1.158,-1.320,-1.440,MAM
2008,4,24,115,2008-115,-6.916,-1.116,-1.319,-7.000,MAM
2008,4,25,116,2008-116,-7.910,-1.245,-1.275,-8.610,MAM
2008,4,26,117,2008-117,-7.940,-1.481,-1.243,-7.900,MAM
2008,4,27,118,2008-118,-8.200,-1.688,-1.217,-8.870,MAM
2008,4,28,119,2008-119,-12.190,-1.902,-1.236,-12.940,MAM
2008,4,29,120,2008-120,-10.900,-2.131,-1.230,-11.810,MAM
2008,4,30,121,2008-121,-8.840,-2.316,-1.250,-10.140,MAM
2008,5,1,122,2008-122,-7.670,-2.393,-1.284,-8.080,MAM
2008,5,2,123,2008-123,-4.582,-2.416,-1.315,-4.748,MAM
2008,5,3,124,2008-124,-2.927,-2.289,-1.333,-3.707,MAM
2008,5,4,125,2008-125,-2.034,-2.081,-1.346,-2.327,MAM
2008,5,5,126,2008-126,-4.300,-1.922,-1.376,-4.521,MAM
2008,5,6,127,2008-127,-1.004,-1.806,-1.318,-1.949,MAM
2008,5,7,128,2008-128,-2.700,-1.726,-1.324,-2.591,MAM
2008,5,8,129,2008-129,-1.750,-1.562,-1.287,-2.181,MAM
2008,5,9,130,2008-130,-3.673,-1.483,-1.294,-4.249,MAM
2008,5,10,131,2008-131,-1.301,-1.374,-1.224,-1.896,MAM
2008,5,11,132,2008-132,-0.599,-1.285,-1.160,-0.690,MAM
2008,5,12,133,2008-133,-0.834,-1.193,-1.114,0.608,MAM
2008,5,13,134,2008-134,1.665,-0.721,-1.046,2.127,MAM
2008,5,14,135,2008-135,-0.009,-0.374,-1.025,-0.690,MAM
2008,5,15,136,2008-136,1.192,-0.274,-0.930,0.447,MAM
2008,5,16,137,2008-137,-0.851,-0.283,-0.886,0.172,MAM
2008,5,17,138,2008-138,-0.438,-0.283,-0.830,-0.466,MAM
2008,5,18,139,2008-139,0.190,-0.279,-0.780,-0.530,MAM
2008,5,19,140,2008-140,0.754,-0.261,-0.728,0.419,MAM
2008,5,20,141,2008-141,0.168,-0.271,-0.706,-0.156,MAM
2008,5,21,142,2008-142,0.598,-0.261,-0.669,0.262,MAM
2008,5,22,143,2008-143,1.403,-0.237,-0.627,0.960,MAM
2008,5,23,144,2008-144,3.047,-0.193,-0.567,4.221,MAM
2008,5,24,145,2008-145,4.050,-0.186,-0.534,2.972,MAM
2008,5,25,146,2008-146,0.800,-0.251,-0.519,0.535,MAM
2008,5,26,147,2008-147,1.458,-0.229,-0.469,2.140,MAM
2008,5,27,148,2008-148,4.775,-0.165,-0.389,4.406,MAM
2008,5,28,149,2008-149,3.667,-0.177,-0.393,3.319,MAM
2008,5,29,150,2008-150,3.032,-0.177,-0.387,3.970,MAM
2008,5,30,151,2008-151,5.555,0.266,-0.332,6.740,MAM
