year,month,day,jd,Year-JD,Tair,T0,T80,tun15,season,ppa80
2008,4,6,97,2008-97,-11.5,-10.54,-10.14,-10.42,MAM,-13.08
2008,4,7,98,2008-98,-8.92,-9.26,-10.06,-10.14,MAM,-12.74
2008,4,8,99,2008-99,-11.47,-9.28,-9.9,-11.5,MAM,-12.36
2008,4,9,100,2008-100,-11.46,-9.29,-9.78,-12.11,MAM,-12.13
2008,4,10,101,2008-101,-6.177,-8.78,-9.63,-5.744,MAM,-11.92
2008,4,11,102,2008-102,-3.235,-7.69,-9.41,-0.735,MAM,-11.57
2008,4,12,103,2008-103,-1.593,-6.671,-9.16,-0.008,MAM,-11.07
2008,4,13,104,2008-104,-3.649,-6.246,-8.87,-1.219,MAM,-10.56
2008,4,14,105,2008-105,3.819,-4.778,-8.44,4.436,MAM,-9.91
2008,4,15,106,2008-106,3.728,-1.752,-8,3.189,MAM,-9.05
2008,4,16,107,2008-107,-2.752,-0.126,-7.21,-4.662,MAM,-8.51
2008,4,17,108,2008-108,-2.997,-0.657,-6.468,-4.902,MAM,-7.87
2008,4,18,109,2008-109,0.904,-0.666,-5.781,-1.541,MAM,-7.51
2008,4,19,110,2008-110,-3.461,-0.763,-5.447,-6.119,MAM,-7.26
2008,4,20,111,2008-111,-6.134,-2.748,-5.083,-8.99,MAM,-7.16
2008,4,21,112,2008-112,-3.21,-2.207,-4.892,-6.783,MAM,-7.08
2008,4,22,113,2008-113,0.64,-0.28,-4.775,0.399,MAM,-6.994
2008,4,23,114,2008-114,-1.816,-0.485,-4.557,-1.44,MAM,-6.701
2008,4,24,115,2008-115,-5.2,-2.637,-4.417,-7,MAM,-6.537
2008,4,25,116,2008-116,-6.338,-2.86,-4.389,-8.61,MAM,-6.429
2008,4,26,117,2008-117,-8,-4.316,-4.374,-7.9,MAM,-6.372
2008,4,27,118,2008-118,-8.31,-5.192,-4.357,-8.87,MAM,-6.517
2008,4,28,119,2008-119,-11.83,-6.748,-4.472,-12.94,MAM,-6.576
2008,4,29,120,2008-120,-12.17,-5.944,-4.663,-11.81,MAM,-6.528
2008,4,30,121,2008-121,-9.36,-4.795,-4.75,-10.14,MAM,-6.595
2008,5,1,122,2008-122,-7.92,-5.182,-4.667,-8.08,MAM,-6.751
2008,5,2,123,2008-123,-6.059,-3.784,-4.644,-4.748,MAM,-6.539
2008,5,3,124,2008-124,-4.173,-3.123,-4.589,-3.707,MAM,-6.397
2008,5,4,125,2008-125,-2.758,-3,-4.455,-2.327,MAM,-6.24
2008,5,5,126,2008-126,-5.024,-3.209,-4.344,-4.521,MAM,-6.155
2008,5,6,127,2008-127,-2.596,-3.235,-4.242,-1.949,MAM,-5.923
2008,5,7,128,2008-128,-4.177,-3.109,-4.234,-2.591,MAM,-5.879
2008,5,8,129,2008-129,-3.242,-3.044,-4.186,-2.181,MAM,-5.597
2008,5,9,130,2008-130,-5.303,-2.945,-4.166,-4.249,MAM,-5.597
2008,5,10,131,2008-131,-3.062,-3.053,-4.118,-1.896,MAM,-5.393
2008,5,11,132,2008-132,-1.264,-2.989,-4.133,-0.69,MAM,-5.141
2008,5,12,133,2008-133,0.881,-2.801,-4.029,0.608,MAM,-5.077
2008,5,13,134,2008-134,1.038,-1.788,-3.971,2.127,MAM,-4.706
2008,5,14,135,2008-135,0.03,-0.261,-3.928,-0.69,MAM,-4.572
2008,5,15,136,2008-136,0.494,-0.11,-3.722,0.447,MAM,-4.315
2008,5,16,137,2008-137,0.459,-0.237,-3.475,0.172,MAM,-4.131
2008,5,17,138,2008-138,0.058,-0.192,-3.312,-0.466,MAM,-4.132
2008,5,18,139,2008-139,0.134,-0.107,-3.119,-0.53,MAM,-3.979
2008,5,19,140,2008-140,-0.06,-0.073,-2.926,0.419,MAM,-3.867
2008,5,20,141,2008-141,-0.14,-0.071,-2.781,-0.156,MAM,-3.797
2008,5,21,142,2008-142,0.234,-0.057,-2.651,0.262,MAM,-3.715
2008,5,22,143,2008-143,1.502,0,-2.525,0.96,MAM,-3.517
2008,5,23,144,2008-144,3.974,2.248,-2.399,4.221,MAM,-3.464
2008,5,24,145,2008-145,5.275,5.775,-2.275,2.972,MAM,-3.338
2008,5,25,146,2008-146,0.423,3.943,-2.274,0.535,MAM,-3.34
2008,5,26,147,2008-147,1.627,5.312,-2.219,2.14,MAM,-3.113
2008,5,27,148,2008-148,5.368,4.956,-2.042,4.406,MAM,-3.083
2008,5,28,149,2008-149,3.772,6.292,-2.032,3.319,MAM,-3.115
2008,5,29,150,2008-150,3.996,7.01,-1.943,3.97,MAM,-2.869
2008,5,30,151,2008-151,7.8,9.17,-1.826,6.74,MAM,-2.877
2008,5,31,152,2008-152,8.56,13.01,-1.775,6.114,MAM,-2.961
2008,6,1,153,2008-153,2.485,5.259,-1.81,2.417,JJA,-2.977
2008,6,2,154,2008-154,3.28,8.06,-1.785,1.875,JJA,-2.766
2008,6,3,155,2008-155,10.3,11.06,-1.644,8.84,JJA,-2.88
2008,6,4,156,2008-156,5.257,9.18,-1.645,5.564,JJA,-2.71
2008,6,5,157,2008-157,7.91,9.68,-1.558,10.38,JJA,-2.808
2008,6,6,158,2008-158,11.29,11.98,-1.474,14.67,JJA,-2.62
2008,6,7,159,2008-159,4.534,7.28,-1.513,2.133,JJA,-2.458
2008,6,8,160,2008-160,5.22,10.62,-1.53,6.329,JJA,-2.465
2008,6,9,161,2008-161,7.27,11.55,-1.451,6.395,JJA,-2.448
2008,6,10,162,2008-162,9.55,12.11,-1.364,10.5,JJA,-2.411
2008,6,11,163,2008-163,11.23,14.64,-1.316,12.9,JJA,-2.443
2008,6,12,164,2008-164,11.59,12.77,-1.242,13.13,JJA,-2.272
2008,6,13,165,2008-165,3.981,4.914,-1.306,2.927,JJA,-2.272
2008,6,14,166,2008-166,1.711,2.707,-1.328,1.396,JJA,-2.352
2008,6,15,167,2008-167,2.931,3.705,-1.266,2.613,JJA,-2.266
2008,6,16,168,2008-168,8.65,12.91,-1.298,2.865,JJA,-2.182
2008,6,17,169,2008-169,6.238,11.58,-1.204,7.08,JJA,-2.187
2008,6,18,170,2008-170,10.03,14.1,-1.159,10.96,JJA,-2.123
2008,6,19,171,2008-171,10.16,15.05,-1.112,8.98,JJA,-1.912
2008,6,20,172,2008-172,8.46,13.4,-1.134,4.583,JJA,-2.033
2008,6,21,173,2008-173,14.32,19.18,-1.127,13.73,JJA,-2.016
2008,6,22,174,2008-174,10.96,11.06,-1.039,6.432,JJA,-1.859
2008,6,23,175,2008-175,6.602,11.69,-1.054,10.16,JJA,-1.985
2008,6,24,176,2008-176,9.49,14.82,-0.99,9.47,JJA,-1.875
2008,6,25,177,2008-177,11.62,14.92,-0.933,11.92,JJA,-1.911
2008,6,26,178,2008-178,12.35,15.78,-0.902,9.52,JJA,-1.684
2008,6,27,179,2008-179,7.91,11.14,-0.995,6.047,JJA,-1.775
2008,6,28,180,2008-180,9.75,12.52,-0.967,7.25,JJA,-1.722
2008,6,29,181,2008-181,14.26,20.48,-0.91,15.47,JJA,-1.861
2008,6,30,182,2008-182,19.21,20.1,-0.918,12.16,JJA,-1.692
2008,7,1,183,2008-183,8,8.79,-0.852,4.764,JJA,-1.699
2008,7,2,184,2008-184,12.85,16.62,-0.858,9.99,JJA,-1.775
2008,7,3,185,2008-185,12.5,15.1,-0.836,10.05,JJA,-1.7
2008,7,4,186,2008-186,9.4,10.18,-0.826,11.99,JJA,-1.494
2008,7,5,187,2008-187,10.27,10.5,-0.753,11.69,JJA,-1.613
2008,7,6,188,2008-188,13.06,16.67,-0.8,11.79,JJA,-1.736
2008,7,7,189,2008-189,12.5,14.33,-0.745,8.91,JJA,-1.581
2008,7,8,190,2008-190,7.95,10.74,-0.783,7.61,JJA,-1.482
2008,7,9,191,2008-191,11.69,16.26,-0.75,13.67,JJA,-1.67
2008,7,10,192,2008-192,14.18,17.42,-0.726,15.5,JJA,-1.604
2008,7,11,193,2008-193,13.86,16.79,-0.67,12.27,JJA,-1.416
2008,7,12,194,2008-194,8.69,9.67,-0.672,8.83,JJA,-1.36
2008,7,13,195,2008-195,12.14,15.78,-0.76,12.12,JJA,-1.481
2008,7,14,196,2008-196,12.57,12.9,-0.605,15.47,JJA,-1.292
2008,7,15,197,2008-197,14.38,17.12,-0.677,14.13,JJA,-1.314
2008,7,16,198,2008-198,17.07,22.2,-0.702,16.69,JJA,-1.386
2008,7,17,199,2008-199,19.52,23.17,-0.693,18.26,JJA,-1.361
2008,7,18,200,2008-200,19.47,22.15,-0.656,18.66,JJA,-1.283
2008,7,19,201,2008-201,17.88,21.77,-0.633,17.11,JJA,-1.262
2008,7,20,202,2008-202,15.8,20.03,-0.615,15.46,JJA,-1.227
2008,7,21,203,2008-203,18.9,23.52,-0.638,19.49,JJA,-1.299
2008,7,22,204,2008-204,23.88,25.86,-0.646,24.6,JJA,-1.26
2008,7,23,205,2008-205,23.89,25.72,-0.623,16.83,JJA,-1.082
2008,7,24,206,2008-206,18.66,18.31,-0.541,14.62,JJA,-1.065
2008,7,25,207,2008-207,14.65,15.34,-0.496,10.25,JJA,-1.082
2008,7,26,208,2008-208,13.96,15.38,-0.501,10.85,JJA,-1.075
2008,7,27,209,2008-209,14.03,15.97,-0.494,12.01,JJA,-0.96
2008,7,28,210,2008-210,10.75,12.72,-0.469,13.58,JJA,-0.986
2008,7,29,211,2008-211,12.21,14.03,-0.489,13.09,JJA,-0.96
2008,7,30,212,2008-212,12.17,14.78,-0.492,11.49,JJA,-0.932
2008,7,31,213,2008-213,12.05,15.18,-0.468,11.64,JJA,-0.832
2008,8,1,214,2008-214,11.06,14.46,-0.479,11.56,JJA,-0.804
2008,8,2,215,2008-215,10.9,13.26,-0.453,8.97,JJA,-0.806
2008,8,3,216,2008-216,20.18,22.58,-0.489,11.26,JJA,-0.82
2008,8,4,217,2008-217,16.49,18.18,-0.438,10.22,JJA,-0.856
2008,8,5,218,2008-218,13.93,14.54,-0.377,10.78,JJA,-0.79
2008,8,6,219,2008-219,16.12,17.41,-0.441,13.96,JJA,-0.756
2008,8,7,220,2008-220,13.81,13.5,-0.365,13.73,JJA,-0.622
2008,8,8,221,2008-221,14.31,16.37,-0.453,14.69,JJA,-0.814
2008,8,9,222,2008-222,15.5,16.98,-0.408,16.83,JJA,-0.672
2008,8,10,223,2008-223,20.98,21.8,-0.439,23.08,JJA,-0.738
2008,8,11,224,2008-224,23.69,26.31,-0.46,24.05,JJA,-0.62
2008,8,12,225,2008-225,22.14,24.16,-0.426,22.51,JJA,-0.557
2008,8,13,226,2008-226,20.22,22.66,-0.419,21.57,JJA,-0.553
2008,8,14,227,2008-227,21.35,22.99,-0.423,21.66,JJA,-0.707
2008,8,15,228,2008-228,20.98,22.16,-0.414,17.89,JJA,-0.615
2008,8,16,229,2008-229,14.3,17.19,-0.335,12.42,JJA,-0.71
2008,8,17,230,2008-230,11.42,12.04,-0.331,11.86,JJA,-0.561
2008,8,18,231,2008-231,15.68,16.97,-0.338,15.22,JJA,-0.747
2008,8,19,232,2008-232,22.59,23.98,-0.379,22.2,JJA,-0.63
2008,8,20,233,2008-233,13.39,14.99,-0.326,11.2,JJA,-0.45
2008,8,21,234,2008-234,8.02,8.55,-0.306,8.3,JJA,-0.562
2008,8,22,235,2008-235,6.871,7.04,-0.315,8.18,JJA,-0.596
2008,8,23,236,2008-236,7.74,7.99,-0.313,8.61,JJA,-0.531
2008,8,24,237,2008-237,11.96,14.91,-0.335,13.75,JJA,-0.757
2008,8,25,238,2008-238,18.02,19.75,-0.298,18.46,JJA,-0.615
2008,8,26,239,2008-239,23.27,25.4,-0.358,15.33,JJA,-0.45
2008,8,27,240,2008-240,18.16,18.3,-0.274,17.53,JJA,-0.488
2008,8,28,241,2008-241,15.86,16.61,-0.241,13.78,JJA,-0.481
2008,8,29,242,2008-242,15.65,17.74,-0.268,14.03,JJA,-0.576
2008,8,30,243,2008-243,15.79,15.81,-0.205,14.44,JJA,-0.622
2008,8,31,244,2008-244,13.95,15.33,-0.225,12.52,JJA,-0.525
2008,9,1,245,2008-245,11.84,14.03,-0.244,10.59,SON,-0.566
2008,9,2,246,2008-246,9.31,8.79,-0.209,9.48,SON,-0.509
2008,9,3,247,2008-247,9.28,9.46,-0.213,9.83,SON,-0.448
2008,9,4,248,2008-248,11.12,12.32,-0.229,9.27,SON,-0.529
2008,9,5,249,2008-249,6.647,6.496,-0.224,8.56,SON,-0.495
2008,9,6,250,2008-250,6.281,5.797,-0.241,8.6,SON,-0.482
2008,9,7,251,2008-251,5.354,6.258,-0.257,6.777,SON,-0.473
2008,9,8,252,2008-252,8.51,9.94,-0.224,8.95,SON,-0.632
2008,9,9,253,2008-253,7.99,8.29,-0.213,8.21,SON,-0.441
2008,9,10,254,2008-254,5.49,4.831,-0.227,7.54,SON,-0.512
2008,9,11,255,2008-255,9.5,9.63,-0.188,9.54,SON,-0.524
2008,9,12,256,2008-256,8.8,8.87,-0.166,7.6,SON,-0.379
2008,9,13,257,2008-257,4.577,5.146,-0.227,4.928,SON,-0.478
2008,9,14,258,2008-258,5.988,5.881,-0.196,6.02,SON,-0.49
2008,9,15,259,2008-259,3.572,4.808,-0.261,3.655,SON,-0.539
2008,9,16,260,2008-260,2.129,3.257,-0.275,2.818,SON,-0.51975
2008,9,17,261,2008-261,1.503,1.266,-0.271,2.827,SON,-0.504
2008,9,18,262,2008-262,3.111,3.125,-0.234,2.47,SON,-0.546
2008,9,19,263,2008-263,2.36,2.677,-0.244,3.029,SON,-0.503
2008,9,20,264,2008-264,1.761,0.935,-0.256,3.251,SON,-0.522057896
2008,9,21,265,2008-265,3.851,4.116,-0.274,4.065,SON,-0.64401269
2008,9,22,266,2008-266,6.037,6.436,-0.215,6.885,SON,-0.58960209
2008,9,23,267,2008-267,10.41,10.37,-0.098,9.02,SON,-0.584911521
2008,9,24,268,2008-268,8.64,8.86,-0.129,9.23,SON,-0.673094218
2008,9,25,269,2008-269,7.73,7.76,-0.141,7.5,SON,-0.606488138
2008,9,26,270,2008-270,5.53,5.743,-0.186,5.877,SON,-0.578344724
2008,9,27,271,2008-271,2.87,3.409,-0.26,2.37,SON,-0.583973407
2008,9,28,272,2008-272,2.38,2.404,-0.242,1.855,SON,-0.553015652
2008,9,29,273,2008-273,4.37,4.825,-0.195,4.989,SON,-0.559582448
2008,9,30,274,2008-274,5.546,6.685,-0.171,5.844,SON,-0.580220952
2008,10,1,275,2008-275,4.006,4.261,-0.207,4.278,SON,-0.566149245
2008,10,2,276,2008-276,2.03,2.286,-0.253,3.13,SON,-0.575530383
2008,10,3,277,2008-277,2.366,3.909,-0.24,3.31,SON,-0.555829993
2008,10,4,278,2008-278,2.117,2.465,-0.24,3.618,SON,-0.581159066
2008,10,5,279,2008-279,4.755,4.56,-0.221,7.36,SON,-0.641198349
2008,10,6,280,2008-280,6.331,6.344,-0.173,7.75,SON,-0.639322121
2008,10,7,281,2008-281,11,11.13,-0.057,9.02,SON,-0.631817211
2008,10,8,282,2008-282,4.461,5.38,-0.169,4.012,SON,-0.598983228
2008,10,9,283,2008-283,1.893,1.989,-0.211,2.798,SON,-0.554891879
2008,10,10,284,2008-284,3.084,3,-0.184,2.776,SON,-0.501419393
2008,10,11,285,2008-285,1.381,1.853,-0.217,2.432,SON,-0.451
2008,10,12,286,2008-286,1.391,2.394,-0.164,1.114,SON,-0.495
2008,10,13,287,2008-287,0.117,1.562,-0.17,0.436,SON,-0.581
2008,10,14,288,2008-288,1.395,2.362,-0.136,2.047,SON,-0.489
2008,10,15,289,2008-289,1.002,2.429,-0.157,0.533,SON,-0.55
2008,10,16,290,2008-290,-0.114,0.276,-0.212,-0.177,SON,-0.505
2008,10,17,291,2008-291,3.813,2.519,-0.128,3.802,SON,-0.447
2008,10,18,292,2008-292,3.375,3.212,-0.087,2.266,SON,-0.445
2008,10,19,293,2008-293,-1.103,0.209,-0.204,-1.234,SON,-0.557
2008,10,20,294,2008-294,-3.099,-1.603,-0.245,-2.29,SON,-0.528
2008,10,21,295,2008-295,1.288,0.083,-0.155,2.201,SON,-0.53
2008,10,22,296,2008-296,3.988,2.774,-0.081,3.773,SON,-0.443
2008,10,23,297,2008-297,4.813,3.408,-0.075,4.881,SON,-0.423
2008,10,24,298,2008-298,4.92,3.567,-0.095,5.489,SON,-0.341
2008,10,25,299,2008-299,3.142,3.127,-0.102,3.846,SON,-0.43
2008,10,26,300,2008-300,-1.042,-0.124,-0.191,-0.168,SON,-0.548
2008,10,27,301,2008-301,-4.349,-2.32,-0.237,-3.288,SON,-0.588
2008,10,28,302,2008-302,-6.65,-4.76,-0.252,-5.609,SON,-0.571
2008,10,29,303,2008-303,-4.484,-3.609,-0.229,-3.53,SON,-0.625
2008,10,30,304,2008-304,-1.34,-1.277,-0.206,-1.167,SON,-0.565
2008,10,31,305,2008-305,-4.339,-2.682,-0.256,-4.736,SON,-0.553
2008,11,1,306,2008-306,-5.737,-4.091,-0.256,-5.343,SON,-0.576
2008,11,2,307,2008-307,-1.679,-1.133,-0.209,-2.192,SON,-0.566
2008,11,3,308,2008-308,-0.363,-0.398,-0.167,-2.385,SON,-0.581
2008,11,4,309,2008-309,-0.044,-0.073,-0.158,-0.383,SON,-0.509
2008,11,5,310,2008-310,-7.92,-0.916,-0.251,-5.861,SON,-0.607
2008,11,6,311,2008-311,-9.88,-2.557,-0.243,-7.33,SON,-0.568
2008,11,7,312,2008-312,-11.33,-3.554,-0.244,-6.47,SON,-0.641
2008,11,8,313,2008-313,-11.11,-2.582,-0.239,-5.823,SON,-0.624
2008,11,9,314,2008-314,-8.27,-1.885,-0.231,-4.272,SON,-0.598
2008,11,10,315,2008-315,-8.5,-2.312,-0.247,-9.17,SON,-0.547
2008,11,11,316,2008-316,-5.448,-2.45,-0.227,-5.198,SON,-0.627
2008,11,12,317,2008-317,-1.641,-0.908,-0.185,-3.075,SON,-0.573
2008,11,13,318,2008-318,-4.672,-1.031,-0.236,-1.705,SON,-0.559
2008,11,14,319,2008-319,-12.12,-1.992,-0.271,-6.593,SON,-0.572
2008,11,15,320,2008-320,-21.2,-4.372,-0.444,-15.06,SON,-0.754
2008,11,16,321,2008-321,-18.63,-4.606,-0.352,-12.79,SON,-0.665
2008,11,17,322,2008-322,-19.07,-5.359,-0.38,-16.08,SON,-0.667
2008,11,18,323,2008-323,-13.25,-4.41,-0.287,-11.3,SON,-0.707
2008,11,19,324,2008-324,-16.68,-5.201,-0.327,-11.86,SON,-0.736
2008,11,20,325,2008-325,-17.46,-5.926,-0.352,-13.15,SON,-0.77
2008,11,21,326,2008-326,-17.69,-7.56,-0.383,-16.35,SON,-0.601
2008,11,22,327,2008-327,-12.5,-6.586,-0.281,-13.03,SON,-0.571
2008,11,23,328,2008-328,-7.17,-3.917,-0.275,-6.879,SON,-0.645
2008,11,24,329,2008-329,-5.842,-2.423,-0.284,-5.863,SON,-0.559
2008,11,25,330,2008-330,-5.369,-2.518,-0.282,-5.606,SON,-0.593
2008,11,26,331,2008-331,-6.99,-3.208,-0.284,-10.24,SON,-0.603
2008,11,27,332,2008-332,-4.563,-2.405,-0.287,-3.551,SON,-0.58
2008,11,28,333,2008-333,-5.193,-2.195,-0.287,-3.603,SON,-0.587
2008,11,29,334,2008-334,-9.45,-3.142,-0.301,-5.233,SON,-0.642
2008,11,30,335,2008-335,-13.57,-4.431,-0.34,-12.67,SON,-0.551
2008,12,1,336,2008-336,-21.89,-9.14,-0.542,-21.58,DJF,-0.609
2008,12,2,337,2008-337,-15.91,-6.542,-0.362,-13.6,DJF,-0.667
2008,12,3,338,2008-338,-18.16,-7.82,-0.397,-16.72,DJF,-0.726
2008,12,4,339,2008-339,-22.17,-9.73,-0.542,-18.71,DJF,-0.796
2008,12,5,340,2008-340,-21.95,-9.8,-0.542,-20.35,DJF,-0.817
2008,12,6,341,2008-341,-22.56,-11.21,-0.571,-20.51,DJF,-0.851
2008,12,7,342,2008-342,-21.89,-10.86,-0.531,-24.23,DJF,-0.827
2008,12,8,343,2008-343,-28.8,-14.31,-0.759,-25.97,DJF,-1.106
2008,12,9,344,2008-344,-30.93,-16.31,-0.759,-27.77,DJF,-1.187
2008,12,10,345,2008-345,-30.87,-15.8,-0.739,-27.72,DJF,-1.157
2008,12,11,346,2008-346,-28.46,-15.32,-0.712,-28.42,DJF,-1.239
2008,12,12,347,2008-347,-29.48,-14.9,-0.764,-28.82,DJF,-1.608
2008,12,13,348,2008-348,-31.2,-15.51,-0.74,-25.99,DJF,-2.476
2008,12,14,349,2008-349,-32.24,-16.42,-0.725,-31.7,DJF,-3.302
2008,12,15,350,2008-350,-32.5,-16.89,-0.704,-32.23,DJF,-4.061
2008,12,16,351,2008-351,-30.59,-17.11,-0.743,-30.05,DJF,-4.776
2008,12,17,352,2008-352,-33.58,-16.23,-0.664,-27.11,DJF,-5.241
2008,12,18,353,2008-353,-32.37,-17.15,-0.703,-30.4,DJF,-5.99
2008,12,19,354,2008-354,-31.18,-17.19,-0.747,-30.82,DJF,-6.528
2008,12,20,355,2008-355,-30.08,-16.81,-0.727,-27.38,DJF,-7.04
2008,12,21,356,2008-356,-24.16,-14.17,-0.73,-21.24,DJF,-7.21
2008,12,22,357,2008-357,-21.55,-12.64,-1.059,-21.41,DJF,-7.47
2008,12,23,358,2008-358,-27.6,-15.45,-1.708,-27.65,DJF,-7.93
2008,12,24,359,2008-359,-33.23,-18.07,-2.168,-32.57,DJF,-8.28
2008,12,25,360,2008-360,-30.94,-17.92,-2.894,-32.03,DJF,-8.55
2008,12,26,361,2008-361,-25.12,-15.27,-3.464,-26.71,DJF,-8.77
2008,12,27,362,2008-362,-18.28,-10.24,-3.828,-17.92,DJF,-8.86
2008,12,28,363,2008-363,-17.68,-8.44,-4.01,-18.33,DJF,-8.97
2008,12,29,364,2008-364,-19.31,-8.86,-4.103,-17.61,DJF,-8.94
2008,12,30,365,2008-365,-25.19,-13.17,-4.404,-24.46,DJF,-9.12
2008,12,31,366,2008-366,-28.75,-15.5,-4.832,-28.34,DJF,-9.18
2009,1,1,1,09-Jan,-32.44,-17.24,-5.337,-33.43,DJF,-9.3
2009,1,2,2,09-Feb,-29.22,-16.72,-6.013,-27.99,DJF,-9.68
2009,1,3,3,09-Mar,-25.59,-15.87,-6.504,-26.2,DJF,-9.95
2009,1,4,4,09-Apr,-18.67,-11.25,-6.686,-17.39,DJF,-10.15
2009,1,5,5,09-May,-19.54,-10.86,-6.792,-17.58,DJF,-10.18
2009,1,6,6,09-Jun,-17.73,-10.71,-6.716,-15.05,DJF,-10
2009,1,7,7,09-Jul,-19,-10.86,-6.753,-14.62,DJF,-9.81
2009,1,8,8,09-Aug,-19.22,-11.45,-6.81,-14.27,DJF,-9.54
2009,1,9,9,09-Sep,-17.05,-10.55,-6.794,-17.13,DJF,-9.39
2009,1,10,10,09-Oct,-28.25,-17.27,-7.22,-27.49,DJF,-9.6
2009,1,11,11,09-Nov,-30.67,-19.32,-7.59,-29.85,DJF,-9.75
2009,1,12,12,09-Dec,-31.3,-21.32,-8.17,-28.06,DJF,-10.01
2009,1,13,13,2009-13,-31.43,-20.98,-8.81,-28.67,DJF,-10.39
2009,1,14,14,2009-14,-28.31,-19.8,-9.36,-25.87,DJF,-10.59
2009,1,15,15,2009-15,-28.83,-20.04,-9.84,-27.06,DJF,-10.89
2009,1,16,16,2009-16,-25.15,-18.77,-10.1,-24.02,DJF,-11.02
2009,1,17,17,2009-17,-13.99,-12.15,-10,-11.33,DJF,-10.78
2009,1,18,18,2009-18,-18.11,-11.41,-9.86,-17.78,DJF,-10.74
2009,1,19,19,2009-19,-11.91,-9.84,-9.45,-10.02,DJF,-10.51
2009,1,20,20,2009-20,-7.94,-7.62,-9.07,-8.54,DJF,-10.22
2009,1,21,21,2009-21,-20.16,-9.59,-8.86,-20.26,DJF,-10.1
2009,1,22,22,2009-22,-28.11,-13.38,-8.89,-26.17,DJF,-10.18
2009,1,23,23,2009-23,-26.27,-15.04,-8.86,-23.58,DJF,-10.24
2009,1,24,24,2009-24,-28.08,-15.2,-9.07,-27.57,DJF,-10.56
2009,1,25,25,2009-25,-27.35,-15.23,-9.24,-25.65,DJF,-10.74
2009,1,26,26,2009-26,-24.55,-15.36,-9.36,-24.31,DJF,-10.85
2009,1,27,27,2009-27,-22.65,-14.95,-9.46,-24.11,DJF,-10.96
2009,1,28,28,2009-28,-25.85,-15.27,-9.64,-20.375,DJF,-11.08
2009,1,29,29,2009-29,-24.89,-15.31,-9.78,-25.85,DJF,-11.2
2009,1,30,30,2009-30,-23.88,-14.64,-9.81,-25.73,DJF,-11.32
2009,1,31,31,2009-31,-27.2,-16.1,-9.97,-26.35,DJF,-11.35
2009,2,1,32,2009-32,-23.23,-14.53,-10,-21.5,DJF,-11.47
2009,2,2,33,2009-33,-28.46,-15.26,-10.22,-27.67,DJF,-11.79
2009,2,3,34,2009-34,-30.31,-17.26,-10.33,-31.13,DJF,-11.79
2009,2,4,35,2009-35,-20.04,-15.2,-10.31,-19.09,DJF,-11.97
2009,2,5,36,2009-36,-11.35,-11.34,-10.17,-11.63,DJF,-11.79
2009,2,6,37,2009-37,-18.41,-13.28,-10.11,-21.04,DJF,-11.68
2009,2,7,38,2009-38,-27.02,-18.66,-10.24,-25.97,DJF,-11.76
2009,2,8,39,2009-39,-25.21,-18.9,-10.47,-25.64,DJF,-11.72
2009,2,9,40,2009-40,-13.94,-12.78,-10.46,-14.67,DJF,-11.7
2009,2,10,41,2009-41,-11.36,-10.54,-10.33,-11.26,DJF,-11.52
2009,2,11,42,2009-42,-16.17,-11.33,-10.05,-17.6,DJF,-11.19
2009,2,12,43,2009-43,-17.71,-12.75,-9.82,-17.16,DJF,-10.97
2009,2,13,44,2009-44,-17.77,-13.11,-9.77,-17.16,DJF,-10.85
2009,2,14,45,2009-45,-15.68,-11.93,-9.69,-15.72,DJF,-10.83
2009,2,15,46,2009-46,-20.91,-13.83,-9.83,-16.58,DJF,-10.69
2009,2,16,47,2009-47,-23.82,-15.57,-10.01,-20.79,DJF,-10.54
2009,2,17,48,2009-48,-25.25,-17.29,-10.28,-24.1,DJF,-10.66
2009,2,18,49,2009-49,-23,-16.96,-10.53,-21.69,DJF,-10.85
2009,2,19,50,2009-50,-16.84,-13.29,-10.55,-18.37,DJF,-10.91
2009,2,20,51,2009-51,-23.03,-13.94,-10.72,-21.99,DJF,-11.08
2009,2,21,52,2009-52,-20.45,-14.34,-10.59,-19.52,DJF,-11.15
2009,2,22,53,2009-53,-24.94,-16.32,-10.77,-23.79,DJF,-11.18
2009,2,23,54,2009-54,-20.4,-15.24,-10.71,-20.33,DJF,-11.24
2009,2,24,55,2009-55,-33.63,-19.88,-11.11,-32.3,DJF,-11.75
2009,2,25,56,2009-56,-34.59,-22.17,-11.36,-33.83,DJF,-11.94
2009,2,26,57,2009-57,-33.77,-23.88,-11.95,-29.82,DJF,-12.31
2009,2,27,58,2009-58,-27.02,-21.51,-12.61,-26.33,DJF,-12.37
2009,2,28,59,2009-59,-26.62,-19.92,-13.01,-25.79,DJF,-12.62
2009,3,1,60,2009-60,-22.27,-19.39,-13,-21.3,MAM,-12.65
2009,3,2,61,2009-61,-20.19,-17.37,-12.98,-20.99,MAM,-12.43
2009,3,3,62,2009-62,-17.83,-16.39,-12.82,-17.99,MAM,-12.38
2009,3,4,63,2009-63,-10.27,-12.57,-12.52,-10.38,MAM,-12.37
2009,3,5,64,2009-64,-10.53,-10.32,-12.15,-13.16,MAM,-11.91
2009,3,6,65,2009-65,-23.87,-15.63,-11.87,-23.49,MAM,-11.85
2009,3,7,66,2009-66,-24.94,-18.4,-11.88,-24.49,MAM,-11.58
2009,3,8,67,2009-67,-16.1,-14.69,-11.82,-15.73,MAM,-11.76
