year,jd,month,date,season,airfneg15,airpneg15,airp0,airp15,airp8,bsw0,bsw15,bsw8,tis0,tis15,tis8,wsu0,wsu15,wsu8,fen0,fen15,fen8,fen300,fen700,bfr0,bfr15,bfr8,pfr0,pfr15,pfr8,bwp0,bwp15,bwp8,ppac0,ppac15,ppac8,ppawneg5,ppdc0,ppdc15,ppdc8,ppdw0,tun0,tun15,tun8,tun300,tun700
2002,202,7,2002-202,Summer,,,,,,13.67,11.94,-0.16,,,,14.05,12.90,2.64,,,,,,18.05,12.98,4.51,18.59,12.26,6.26,15.18,14.49,6.41,13.38,12.10,-1.50,6.36,12.25,12.49,-0.97,9.69,12.66,12.29,2.44,,
2002,203,7,2002-203,Summer,,,,,,12.89,11.17,-0.15,,,,11.98,12.11,2.67,,,,,,16.59,12.64,4.51,18.15,12.66,6.52,15.16,16.48,6.59,13.20,11.13,-1.20,6.53,11.67,11.68,-0.67,9.92,12.17,11.45,2.45,,
2002,204,7,2002-204,Summer,,,,,,14.85,13.10,-0.11,,,,13.54,14.09,2.85,,,,,,18.30,14.22,4.71,15.14,12.31,6.71,16.34,18.05,6.68,15.92,13.67,-1.35,6.18,13.20,13.80,-0.82,9.47,14.55,14.59,2.56,,
2002,205,7,2002-205,Summer,,,,,,18.54,16.74,-0.13,,,,16.92,17.80,2.86,,,,,,18.37,18.05,4.67,19.09,13.95,6.81,16.20,20.20,6.86,17.22,16.75,-1.20,7.02,15.05,16.38,-0.66,10.56,15.61,17.42,2.50,,
2002,206,7,2002-206,Summer,,,,,,17.31,15.52,-0.09,,,,16.32,16.56,2.98,,,,,,17.62,16.11,4.77,18.13,17.72,6.86,16.27,32.19,7.12,15.01,13.89,-1.18,7.46,13.33,13.99,-0.65,11.14,13.97,13.67,2.62,,
2002,207,7,2002-207,Summer,,,,,,15.03,13.28,-0.03,,,,16.94,14.27,3.23,,,,,,18.69,14.25,5.03,17.41,16.39,7.02,16.67,26.28,7.37,14.93,10.96,-1.14,6.99,11.57,11.54,-0.60,10.52,13.45,10.59,2.83,,
2002,208,7,2002-208,Summer,,,,,,12.81,11.09,0.03,,,,15.67,12.03,3.46,,,,,,16.41,12.08,5.28,19.17,14.67,7.21,14.41,21.19,7.57,13.29,9.80,-1.28,7.09,10.87,10.57,-0.75,10.65,11.76,9.57,2.92,,
2002,209,7,2002-209,Summer,,,,,,11.55,9.85,0.07,,,,13.61,10.76,3.60,,,,,,13.95,10.55,5.40,18.59,12.35,7.40,12.81,20.05,7.65,12.61,9.20,-1.08,5.80,10.51,10.07,-0.54,8.97,11.72,9.43,2.92,,
2002,210,7,2002-210,Summer,,,,,,8.85,7.18,0.10,,,,8.92,8.04,3.71,,,,,,10.07,7.95,5.56,14.14,10.95,7.58,9.43,26.34,7.51,9.00,7.47,-1.07,4.98,9.47,8.63,-0.53,7.90,8.76,7.92,2.85,,
2002,211,7,2002-211,Summer,,,,,,13.50,11.76,0.10,,,,12.29,12.72,3.77,,,,,,13.81,12.78,5.54,8.76,8.68,7.61,12.99,23.47,7.09,12.42,11.73,-1.06,3.66,12.03,12.19,-0.52,6.16,11.99,12.33,2.68,,
2002,212,7,2002-212,Summer,,,,,,15.44,13.68,0.10,,,,12.59,14.68,3.82,,,,,,13.98,14.83,5.58,13.08,13.66,7.38,13.75,20.84,6.92,13.69,13.88,-1.12,4.38,13.32,13.98,-0.59,7.11,12.12,14.05,2.62,,
2002,213,7,2002-213,Summer,,,,,,11.36,9.66,0.13,,,,11.01,10.57,3.86,,,,,,12.42,10.42,5.65,14.54,15.29,7.21,11.12,24.52,7.02,10.13,9.06,-0.97,4.24,10.42,9.96,-0.44,6.93,9.75,9.43,2.80,,
2002,214,8,2002-214,Summer,,,,,,10.24,9.57,1.43,,,,10.79,10.56,3.92,,,,,,11.88,10.35,5.75,11.25,11.02,7.26,10.32,24.35,6.94,9.76,9.16,-0.96,4.14,9.87,9.79,-0.53,5.75,9.53,9.70,2.85,,
2002,215,8,2002-215,Summer,,,,,,7.98,7.32,1.90,,,,8.43,8.26,4.05,,,,,,9.10,8.26,5.86,11.22,11.66,7.26,8.20,21.50,6.77,8.16,7.07,-0.86,3.81,8.47,8.05,-0.33,5.28,7.75,8.00,2.89,,
2002,216,8,2002-216,Summer,,,,,,8.19,7.52,2.23,,,,8.44,8.47,4.26,,,,,,9.27,8.72,5.98,8.02,10.81,7.20,8.19,16.81,6.37,10.20,7.39,1.071,4.54,8.68,8.31,-0.13,6.32,7.79,8.31,3.04,,
2002,217,8,2002-217,Summer,,,,,,12.94,12.25,1.57,,,,11.31,13.30,4.17,,,,,,15.39,13.68,5.87,7.80,10.54,7.11,14.41,12.86,6.05,13.60,11.93,-0.65,4.69,11.72,12.11,0.10,6.52,11.57,12.44,2.89,,
2002,218,8,2002-218,Summer,,,,,,15.26,14.55,1.29,,,,14.37,15.65,4.14,,,,,,14.82,15.65,5.89,14.14,13.82,6.76,15.44,15.27,6.16,15.84,14.58,-0.98,5.25,13.49,14.32,-0.59,7.32,13.76,15.40,2.94,,
2002,219,8,2002-219,Summer,,,,,,19.78,19.04,0.86,,,,17.67,20.24,4.17,,,,,,19.57,20.56,5.96,17.40,15.42,6.69,19.70,20.57,6.51,20.61,19.60,-0.72,6.07,16.85,18.51,-0.04,8.47,17.67,19.75,3.16,,
2002,220,8,2002-220,Summer,,,,,,19.15,18.41,1.27,,,,18.32,19.60,4.38,,,,,,17.81,20.08,6.20,20.81,20.23,6.85,18.80,22.95,7.08,20.44,18.21,-0.76,6.94,15.92,17.35,-0.12,9.71,17.35,18.65,3.44,,
2002,221,8,2002-221,Summer,,,,,,11.40,10.71,2.61,,,,12.81,11.73,4.68,,,,,,14.02,11.81,6.39,21.24,20.09,7.21,13.18,18.34,7.71,12.57,10.91,-0.69,6.40,11.04,11.25,0.02,8.95,12.38,11.18,3.82,,
2002,222,8,2002-222,Summer,,,,,,9.93,9.25,3.34,,,,11.83,10.24,5.02,,,,,,13.22,9.97,6.75,12.91,11.85,7.85,12.87,17.31,7.78,12.73,9.20,-0.71,5.19,9.89,9.83,-0.02,7.23,11.58,9.58,4.19,,
2002,223,8,2002-223,Summer,,,,,,11.65,10.97,3.19,,,,12.06,11.99,5.04,,,,,,13.03,11.91,6.79,12.18,10.13,8.15,13.30,14.67,7.67,15.10,11.81,-0.64,4.99,11.64,12.01,0.12,6.94,13.41,12.14,4.08,,
2002,224,8,2002-224,Summer,,,,,,11.15,10.47,3.23,,,,11.95,11.48,5.03,,,,,,12.26,11.64,6.81,12.48,12.07,8.01,12.32,19.36,7.60,12.60,10.65,-0.75,5.06,10.86,11.04,-0.11,7.04,11.13,10.53,3.89,,
2002,225,8,2002-225,Summer,,,,,,9.03,8.36,3.41,,,,9.64,9.33,5.01,,,,,,10.37,9.31,6.81,12.27,12.16,7.86,9.48,23.65,7.52,9.21,8.34,-0.71,4.61,9.32,9.11,-0.01,6.41,8.75,8.59,3.79,,
2002,226,8,2002-226,Summer,,,,,,10.13,9.45,3.44,,,,10.79,10.44,5.10,,,,,,11.87,10.63,6.81,9.04,10.49,7.77,10.53,18.13,7.23,10.03,9.59,-0.73,3.99,10.16,10.15,-0.05,5.54,9.57,9.91,3.72,,
2002,227,8,2002-227,Summer,,,,,,9.02,8.35,3.55,,,,9.17,9.32,5.09,,,,,,10.67,9.52,6.83,10.23,11.50,7.69,9.93,12.93,7.02,9.17,8.84,-0.66,4.40,9.65,9.53,0.08,6.11,8.77,9.30,3.67,,
2002,228,8,2002-228,Summer,,,,,,9.67,9.00,3.42,,,,8.01,9.98,5.05,,,,,,10.75,10.33,6.81,8.86,10.08,7.53,11.86,10.63,6.83,12.21,9.86,-0.74,4.40,10.34,10.38,-0.08,6.12,9.59,10.08,3.57,,
2002,229,8,2002-229,Summer,,,,,,6.18,5.52,3.62,,,,7.20,6.43,4.95,,,,,,8.43,6.54,6.74,10.47,10.76,7.32,9.30,8.74,6.73,9.23,6.72,-0.66,3.95,8.23,7.75,0.09,5.47,8.82,7.35,3.42,,
2002,230,8,2002-230,Summer,,,,,,7.71,7.05,3.23,,,,9.24,7.99,4.82,,,,,,11.77,8.55,6.62,8.17,6.78,7.16,11.96,9.03,6.61,10.90,7.42,-0.66,3.94,8.70,8.34,0.09,5.47,9.08,7.69,3.27,,
2002,231,8,2002-231,Summer,,,,,,12.96,12.27,2.55,,,,11.73,13.32,4.74,,,,,,12.10,13.57,6.57,11.71,8.49,7.01,13.47,15.37,6.58,14.18,13.19,-0.78,4.47,12.56,13.16,-0.17,6.21,11.87,13.59,3.07,,
2002,232,8,2002-232,Summer,,,,,,11.74,11.05,2.49,,,,10.12,12.08,4.63,,,,,,12.05,12.17,6.44,15.31,13.55,6.92,11.72,12.21,6.76,11.79,11.29,-0.73,5.06,11.29,11.57,-0.05,7.05,10.12,11.73,2.95,,
2002,233,8,2002-233,Summer,,,,,,10.32,9.65,2.69,,,,9.45,10.64,4.66,,,,,,10.66,10.91,6.50,12.81,11.85,7.01,10.83,10.90,6.84,10.47,10.34,-0.60,4.71,10.66,10.78,0.22,6.56,9.08,10.46,3.04,,
2002,234,8,2002-234,Summer,,,,,,12.80,12.10,2.46,,,,10.21,13.15,4.68,,,,,,10.65,13.23,6.52,9.71,10.70,7.17,12.00,14.04,6.77,12.80,12.92,-0.64,4.65,12.38,12.93,0.14,6.48,10.61,13.38,3.01,,
2002,235,8,2002-235,Summer,,,,,,9.90,9.22,2.70,,,,9.23,10.21,4.64,,,,,,10.42,10.45,6.43,10.97,13.22,7.13,10.20,13.60,6.80,10.15,9.71,-0.51,5.15,10.24,10.25,0.42,7.17,9.14,10.08,3.00,,
2002,236,8,2002-236,Summer,,,,,,13.21,11.60,3.78,,,,8.50,9.82,4.72,,,,,,9.01,10.09,6.52,9.21,10.64,7.05,9.55,14.47,6.74,9.53,9.89,-0.66,4.30,10.36,10.40,0.08,5.97,8.47,10.54,3.08,,
2002,237,8,2002-237,Summer,,,,,,10.01,10.03,3.71,,,,11.28,12.19,4.65,,,,,,13.22,12.42,6.39,8.78,10.80,7.00,12.96,11.93,6.64,12.11,11.28,-0.55,5.14,11.29,11.56,0.31,7.16,10.51,11.49,2.88,,
2002,238,8,2002-238,Summer,,,,,,11.39,11.08,3.73,,,,10.49,11.86,4.70,,,,,,11.90,12.02,6.43,11.74,12.42,6.85,11.81,12.12,6.77,12.23,11.72,-0.55,4.88,11.58,11.93,0.32,6.79,11.46,12.27,3.01,,
2002,239,8,2002-239,Summer,,,,,,14.64,14.43,3.74,,,,13.71,15.23,4.74,,,,,,13.94,15.43,6.44,11.56,12.09,6.87,13.75,14.95,6.83,14.99,14.65,-0.57,5.67,13.54,14.38,0.28,7.91,12.62,14.93,3.04,,
2002,240,8,2002-240,Summer,,,,,,7.69,7.44,0.36,,,,10.09,9.60,4.80,,,,,,13.94,14.57,6.44,14.46,15.29,6.89,9.86,12.08,6.97,9.60,8.63,-0.49,5.58,9.51,9.35,0.45,7.79,9.03,8.92,3.17,,
2002,241,8,2002-241,Summer,,,,,,8.61,7.87,0.47,,,,7.99,7.76,4.92,,,,,,8.84,7.74,6.57,8.40,7.24,7.79,8.25,9.48,6.91,8.06,7.30,-0.58,4.61,8.62,8.24,0.26,6.41,7.84,7.80,3.24,,
2002,242,8,2002-242,Summer,,,,,,17.64,17.02,0.49,,,,16.15,17.91,4.92,,,,,,8.56,7.73,6.65,8.07,7.23,7.89,16.86,18.15,6.67,17.90,16.70,-0.59,6.70,14.91,16.09,0.25,9.37,14.06,16.86,3.05,,
2002,243,8,2002-243,Summer,,,,,,14.75,14.61,0.54,,,,14.79,15.69,4.90,,,,,,16.36,17.72,6.57,17.11,17.17,7.78,14.49,19.01,7.03,15.01,14.20,-0.49,7.75,13.24,14.00,0.45,10.85,12.95,14.37,3.05,,
2002,244,8,2002-244,Summer,,,,,,8.66,8.43,0.81,,,,9.88,9.50,5.13,,,,,,15.03,15.69,6.49,15.57,15.15,7.67,10.78,11.56,7.49,9.27,8.73,-0.54,6.22,9.58,9.43,0.35,8.69,8.99,9.33,3.41,,
2002,245,9,2002-245,Summer,,,,,,7.21,6.84,1.09,,,,7.80,7.77,5.28,,,,,,11.47,9.65,6.73,11.44,9.14,8.01,8.75,10.25,7.37,8.46,7.40,-0.57,4.87,6.97,7.42,0.32,6.51,7.77,8.12,3.48,,
2002,246,9,2002-246,Summer,,,,,,8.16,7.95,1.25,,,,8.29,8.54,5.26,,,,,,8.45,7.80,6.89,7.95,7.30,8.23,8.59,8.66,7.10,8.46,7.93,-0.64,4.69,7.39,7.92,0.26,6.31,7.83,8.53,3.28,,
2002,247,9,2002-247,Summer,,,,,,8.17,8.01,1.45,,,,8.87,8.98,5.19,,,,,,9.26,8.63,6.84,8.88,8.12,8.15,10.16,8.70,6.85,9.32,8.26,-0.64,5.18,7.66,8.24,0.26,6.85,8.20,8.66,3.10,,
2002,248,9,2002-248,Summer,,,,,,6.70,6.50,1.69,,,,7.40,7.15,5.14,,,,,,10.51,9.09,6.74,10.33,8.58,8.02,8.13,10.07,6.75,8.00,6.99,-0.52,4.46,6.64,7.03,0.35,6.05,7.33,7.42,3.02,,
2002,249,9,2002-249,Summer,,,,,,6.73,6.92,1.85,,,,7.55,7.74,5.08,,,,,,8.43,7.26,6.68,7.92,6.76,7.94,9.35,10.25,6.61,8.63,7.98,-0.67,4.54,7.43,7.97,0.24,6.14,7.18,8.32,2.90,,
2002,250,9,2002-250,Summer,,,,,,9.68,9.20,2.01,,,,8.90,9.98,4.99,,,,,,8.94,8.08,6.61,8.51,7.58,7.84,10.27,10.33,6.57,10.13,9.36,-0.55,4.74,8.53,9.28,0.33,6.36,9.12,9.83,2.79,,
2002,251,9,2002-251,Summer,,,,,,7.32,7.41,2.31,,,,7.44,8.51,4.97,,,,,,10.40,9.85,6.49,10.20,9.34,7.68,8.29,18.71,6.59,8.50,8.28,-0.50,4.52,7.67,8.25,0.36,6.11,7.89,9.00,2.81,,
2002,252,9,2002-252,Summer,,,,,,10.59,10.73,2.47,,,,10.71,11.56,4.92,,,,,,8.19,8.54,6.50,7.64,8.03,7.69,12.70,19.56,6.55,11.92,10.74,-0.47,5.04,9.64,10.58,0.38,6.70,10.26,11.03,2.78,,
2002,253,9,2002-253,Summer,,,,,,11.78,11.98,2.78,,,,10.72,12.68,4.94,,,,,,12.47,11.73,6.40,12.60,11.21,7.55,12.77,17.08,6.78,13.19,11.92,-0.50,5.60,10.58,11.70,0.36,7.33,10.78,12.12,2.87,,
2002,254,9,2002-254,Summer,,,,,,10.02,9.84,3.13,,,,9.00,10.47,5.01,,,,,,12.58,12.93,6.40,12.73,12.40,7.55,10.59,13.19,7.06,10.80,9.98,-0.48,5.37,9.03,9.86,0.38,7.08,9.87,10.45,3.04,,
2002,255,9,2002-255,Summer,,,,,,7.51,7.15,3.48,,,,8.31,7.88,5.06,,,,,,10.40,10.72,6.49,10.20,10.20,7.67,8.67,9.30,7.12,7.89,7.25,-0.48,4.92,6.85,7.28,0.37,6.57,7.82,7.62,3.20,,
2002,256,9,2002-256,Summer,,,,,,5.48,5.09,3.78,,,,6.59,5.70,5.09,,,,,,9.34,7.95,6.58,8.98,7.45,7.80,6.61,6.39,6.93,5.87,5.38,-0.54,3.85,5.36,5.51,0.34,5.36,6.29,5.97,3.22,,
2002,257,9,2002-257,Summer,,,,,,4.55,5.22,3.94,,,,4.96,5.97,5.03,,,,,,7.23,5.72,6.63,6.53,5.23,7.87,6.14,5.81,6.57,5.24,5.76,-0.61,3.55,5.66,5.87,0.28,5.02,4.99,6.38,3.03,,
2002,258,9,2002-258,Summer,,,,,,4.72,5.17,4.12,,,,5.45,6.18,4.93,,,,,,6.26,6.20,6.56,5.41,5.71,7.78,6.38,6.54,6.23,6.02,5.76,-0.54,3.13,5.66,5.87,0.34,4.55,5.14,6.34,2.83,,
2002,259,9,2002-259,Summer,,,,,,5.23,5.10,4.19,,,,5.41,6.18,4.81,,,,,,6.34,6.38,6.44,5.50,5.89,7.60,6.84,6.64,5.97,5.99,5.87,-0.54,2.98,5.75,5.98,0.34,4.38,5.58,6.46,2.63,,
2002,260,9,2002-260,Summer,,,,,,2.96,3.06,4.27,,,,2.81,4.48,4.71,,,,,,6.32,6.16,6.29,5.48,5.67,7.40,5.66,5.82,5.72,4.49,4.63,-0.60,2.47,4.77,4.81,0.29,3.81,4.46,5.53,2.48,,
2002,261,9,2002-261,Summer,,,,,,6.65,6.57,4.25,,,,6.74,7.25,4.57,,,,,,3.75,4.72,6.18,2.50,4.23,7.25,7.57,7.22,5.47,7.08,6.61,-0.50,2.98,6.34,6.68,0.36,4.38,6.27,7.10,2.31,,
2002,262,9,2002-262,Summer,,,,,,6.95,6.23,4.22,,,,7.25,7.08,4.46,,,,,,7.55,7.25,5.99,6.90,6.75,6.98,8.14,6.58,5.40,7.07,6.04,-0.51,3.37,5.88,6.13,0.36,4.83,6.81,6.39,2.22,,
2002,263,9,2002-263,Summer,,,,,,5.96,5.76,4.26,,,,6.28,6.47,4.43,,,,,,8.51,7.01,5.85,8.02,6.51,6.80,6.94,6.37,5.46,6.05,5.77,-0.50,3.43,5.67,5.88,0.37,4.89,5.68,6.15,2.25,,
2002,264,9,2002-264,Summer,,,,,,4.19,4.39,4.33,,,,5.06,5.04,4.41,,,,,,7.04,6.51,5.83,6.31,6.02,6.77,5.61,5.74,5.35,4.54,4.85,-0.55,2.61,4.94,5.01,0.33,3.96,4.41,5.44,2.26,,
2002,265,9,2002-265,Summer,,,,,,1.20,1.75,4.39,,,,1.93,2.26,4.37,,,,,,5.87,5.30,5.83,4.96,4.82,6.77,2.95,3.67,5.07,1.84,2.31,-0.60,1.45,2.91,2.61,0.29,2.66,1.90,3.13,2.22,,
2002,266,9,2002-266,Summer,,,,,,3.61,3.98,4.34,,,,2.84,4.61,4.27,,,,,,2.36,2.51,5.79,0.90,2.04,6.71,4.57,5.03,4.61,4.07,4.02,-0.57,1.08,4.28,4.23,0.31,2.24,3.43,4.65,1.99,,
2002,267,9,2002-267,Summer,,,,,,0.64,0.72,4.33,,,,0.89,1.34,4.09,,,,,,3.52,4.66,5.62,2.24,4.17,6.48,1.65,2.28,4.24,0.81,0.98,-0.67,0.58,1.85,1.35,0.25,1.68,0.67,1.57,1.80,,
2002,268,9,2002-268,Summer,,,,,,0.85,1.38,4.27,,,,0.43,2.05,3.94,,,,,,1.99,1.58,5.45,0.46,1.11,6.25,2.07,2.67,3.84,1.56,1.44,-0.64,0.33,2.22,1.79,0.27,1.39,1.07,2.01,1.57,,
2002,269,9,2002-269,Summer,,,,,,-0.31,-0.24,4.19,,,,-0.28,0.51,3.73,,,,,,1.50,2.19,5.28,-0.11,1.72,6.01,1.60,1.65,3.47,0.38,0.32,-0.70,0.27,1.33,0.73,0.23,1.33,0.62,0.87,1.34,,
2002,270,9,2002-270,Summer,,,,,,0.71,0.77,4.12,,,,1.37,1.45,3.55,,,,,,1.47,0.98,5.09,-0.14,0.51,5.74,2.46,3.05,3.21,1.62,1.66,-0.63,0.31,2.40,2.00,0.27,1.37,1.44,2.44,1.15,,
2002,271,9,2002-271,Summer,,,,,,1.90,2.32,4.02,,,,1.66,2.83,3.38,,,,,,2.45,1.77,4.89,1.00,1.30,5.47,2.90,3.85,3.06,2.43,2.71,-0.57,0.24,3.23,2.99,0.31,1.29,1.86,3.33,1.02,,
2002,272,9,2002-272,Summer,,,,,,5.09,5.31,3.85,,,,4.76,6.00,3.24,,,,,,2.90,3.14,4.73,1.52,2.67,5.25,5.23,5.99,3.00,5.22,5.36,-0.50,1.04,5.34,5.49,0.36,2.19,4.06,5.72,0.91,,
2002,273,9,2002-273,Summer,,,,,,0.66,0.97,3.85,,,,1.45,2.03,3.17,,,,,,5.71,6.25,4.55,4.77,5.76,5.00,2.76,3.30,3.07,1.88,2.04,-0.56,0.65,2.70,2.36,0.32,1.76,1.72,2.72,0.98,,
2002,274,9,2002-274,Summer,,,,,,0.67,0.32,3.79,,,,1.11,0.98,3.12,,,,,,2.06,2.21,4.51,0.55,1.73,4.94,2.24,2.26,2.96,1.21,0.87,-0.62,0.49,1.76,1.24,0.28,1.58,1.23,1.56,1.00,,
2002,275,10,2002-275,Cool,,,,,,-0.75,-0.93,3.77,,,,0.43,0.09,3.02,,,,,,1.76,1.14,4.44,0.19,0.67,4.86,0.20,0.39,3.72,0.08,-0.01,-0.63,-0.01,0.59,0.02,-0.17,0.56,-0.15,0.70,0.94,,
2002,276,10,2002-276,Cool,,,,,,3.30,3.97,3.64,,,,3.35,4.71,2.92,,,,,,1.40,0.41,4.32,-0.22,-0.05,4.69,2.57,3.35,3.48,3.82,3.99,-0.53,0.51,3.07,3.87,-0.14,0.90,2.68,4.53,0.79,,
2002,277,10,2002-277,Cool,,,,,,-1.30,-2.21,3.62,,,,0.15,-1.45,2.78,,,,,,3.99,4.88,4.16,2.78,4.39,4.46,-0.20,-1.20,3.41,-1.55,-1.93,-0.65,0.22,-0.60,-1.83,-0.18,0.71,-0.63,-1.37,0.74,,
2002,278,10,2002-278,Cool,,,,,,-1.49,-1.73,3.57,,,,-0.62,-0.80,2.72,,,,,,1.06,-1.42,4.05,-0.62,-1.87,4.32,-0.12,-0.76,3.36,-1.16,-1.40,-0.67,-0.28,-0.27,-1.32,-0.19,0.38,-0.53,-0.80,0.72,,
2002,279,10,2002-279,Cool,,,,,,-3.49,-2.89,3.47,,,,-1.24,-0.64,2.56,,,,,,-0.22,-0.93,3.98,-2.09,-1.38,4.21,-0.01,-0.26,3.13,-0.87,-1.01,-0.64,-0.39,-0.03,-0.94,-0.17,0.31,-0.40,-0.15,0.58,,
2002,280,10,2002-280,Cool,,,,,,-3.57,-1.71,3.39,,,,-2.49,0.81,2.41,,,,,,-0.50,-0.37,3.82,-2.42,-0.83,4.00,-0.09,0.67,2.92,0.62,0.54,-0.63,-0.37,0.93,0.55,-0.17,0.32,-0.50,1.05,0.45,,
2002,281,10,2002-281,Cool,,,,,,-2.06,-0.31,3.30,,,,-1.22,1.48,2.27,,,,,,-1.88,1.37,3.64,-4.02,0.90,3.76,0.13,0.80,2.78,0.96,0.64,-0.57,-0.48,0.99,0.64,-0.15,0.25,-0.24,1.22,0.36,,
2002,282,10,2002-282,Cool,,,,,,1.59,4.38,3.15,,,,2.10,5.17,2.14,,,,,,-0.37,1.63,3.48,-2.27,1.16,3.53,1.15,3.82,2.62,4.98,4.77,-0.51,-0.17,3.56,4.62,-0.13,0.46,0.99,5.14,0.26,,
2002,283,10,2002-283,Cool,,,,,,2.59,4.45,3.04,,,,2.90,5.45,2.02,,,,,,1.25,5.43,3.28,-0.39,4.94,3.26,1.89,4.30,2.52,5.31,5.35,-0.47,0.33,3.92,5.18,-0.11,0.78,1.87,5.77,0.20,,
2002,284,10,2002-284,Cool,,,,,,-0.25,-0.18,3.00,,,,0.60,1.12,1.94,,,,,,3.09,5.85,3.14,1.74,5.36,3.06,0.76,1.10,2.58,1.05,0.96,-0.56,-0.03,1.19,0.95,-0.15,0.54,0.52,1.62,0.24,,
2002,285,10,2002-285,Cool,,,,,,-3.46,-3.99,2.95,,,,-2.08,-3.08,1.86,,,,,,1.32,1.25,3.05,-0.31,0.78,2.94,-1.26,-2.51,2.64,-3.24,-3.78,-0.68,-0.54,-1.75,-3.61,-0.19,0.21,-1.89,-3.07,0.27,,
2002,286,10,2002-286,Cool,,,,,,-6.01,-6.16,2.88,,,,-4.22,-4.55,1.76,,,,,,-1.36,-3.33,2.98,-3.42,-3.77,2.84,-1.65,-3.33,2.60,-4.65,-4.91,-0.67,-0.57,-2.45,-4.69,-0.18,0.19,-2.36,-4.13,0.25,,
2002,287,10,2002-287,Cool,,,,,,-4.00,-5.48,2.80,,,,-3.53,-4.88,1.67,,,,,,-3.97,-4.79,2.89,-6.44,-5.22,2.72,-0.88,-3.32,2.54,-3.46,-4.81,-0.73,-0.14,-2.39,-4.60,-0.21,0.47,-1.44,-4.12,0.21,,
2002,288,10,2002-288,Cool,,,,,,-2.05,-4.97,2.71,,,,-1.73,-4.35,1.56,,,,,,-2.45,-4.65,2.80,-4.68,-5.09,2.60,-2.01,-3.27,2.46,-4.59,-4.69,-0.71,-0.14,-2.31,-4.48,-0.20,0.47,-2.79,-4.06,0.17,,
2002,289,10,2002-289,Cool,,,,,,-1.69,-1.85,2.61,,,,-1.04,-1.08,1.48,,,,,,-0.91,-4.21,2.67,-2.90,-4.65,2.42,-0.36,-0.83,2.43,-1.27,-1.44,-0.65,-0.08,-0.29,-1.35,-0.18,0.52,-0.82,-0.89,0.15,,
2002,290,10,2002-290,Cool,,,,,,-0.43,-3.65,2.50,,,,-0.36,-2.11,1.38,,,,,,-0.28,-1.08,2.55,-2.16,-1.53,2.25,0.14,-1.56,2.40,-1.03,-2.13,-0.64,-0.11,-0.73,-2.02,-0.18,0.49,-0.22,-1.84,0.13,,
2002,291,10,2002-291,Cool,,,,,,-1.19,-8.34,2.45,,,,-1.62,-6.37,1.28,,,,,,0.28,-2.04,2.43,-1.52,-2.49,2.09,-0.21,-4.60,2.36,-4.00,-6.26,-0.70,-0.15,-3.28,-5.99,-0.20,0.47,-0.64,-5.78,0.11,,
2002,292,10,2002-292,Cool,,,,,,-2.19,-10.74,2.40,,,,-2.80,-7.44,1.17,,,,,,-0.12,-6.78,2.30,-1.98,-7.21,1.91,-0.79,-5.94,2.37,-5.52,-7.00,-0.68,-0.07,-3.74,-6.71,-0.19,0.52,-1.33,-7.52,0.11,,
2002,293,10,2002-293,Cool,,,,,,-2.75,-11.79,2.33,,,,-3.44,-8.46,1.10,,,,,,-0.73,-6.66,2.18,-2.69,-7.08,1.74,-1.32,-5.76,2.36,-5.44,-7.23,-0.59,-0.14,-3.89,-6.93,-0.16,0.48,-1.96,-7.28,0.11,,
2002,294,10,2002-294,Cool,,,,,,-2.25,-8.25,2.29,,,,-3.33,-5.81,1.04,,,,,,-1.10,-7.30,2.09,-3.12,-7.72,1.61,-1.15,-3.94,2.32,-4.37,-5.45,-0.72,-0.03,-2.79,-5.22,-0.20,0.55,-1.77,-4.93,0.08,,
2002,295,10,2002-295,Cool,,,,,,-0.71,-1.51,2.18,,,,-0.48,-0.42,1.03,,,,,,-1.12,-6.23,2.04,-3.14,-6.66,1.55,-0.10,-0.80,2.31,-0.58,-1.35,-0.66,0.00,-0.24,-1.27,-0.18,0.56,-0.50,-0.85,0.08,,
2002,296,10,2002-296,Cool,,,,,,-0.47,-7.09,2.15,,,,-0.84,-5.46,0.95,,,,,,0.16,-0.79,1.98,-1.66,-1.24,1.46,-0.70,-3.99,2.31,-3.23,-5.76,-0.63,-0.13,-2.98,-5.51,-0.17,0.48,-1.23,-4.99,0.07,,
2002,297,10,2002-297,Cool,,,,,,-1.11,-7.55,2.12,,,,-2.06,-5.59,0.88,,,,,,0.24,-5.70,1.88,-1.56,-6.13,1.33,-1.19,-4.20,2.33,-3.64,-6.15,-0.62,-0.08,-3.22,-5.89,-0.17,0.52,-1.81,-5.26,0.09,,
2002,298,10,2002-298,Cool,,,,,,-0.96,-3.08,2.05,,,,-1.35,-2.31,0.85,,,,,,-0.24,-5.57,1.81,-2.12,-6.00,1.23,-0.66,-1.43,2.32,-1.64,-2.29,-0.64,-0.02,-0.82,-2.18,-0.17,0.55,-1.18,-1.66,0.08,,
2002,299,10,2002-299,Cool,,,,,,-0.86,-8.62,2.01,,,,-1.58,-7.63,0.77,,,,,,-0.08,-1.93,1.76,-1.94,-2.37,1.17,-1.07,-5.33,2.28,-4.33,-7.51,-0.81,0.11,-4.06,-7.20,-0.24,0.64,-1.67,-6.72,0.06,,
